DICA,WASHINGTON REIS,abstencoes,aptos,bairro,cep,endereco,lat,location,lon,nao_considerados,nome_local,nome_munic,num_local,secoes,votos_anulados,votos_brancos,votos_legenda,votos_nominais,votos_nulos,zona
537,425,285,1483,JARDIM OLAVO BILAC,25036040,RUA CASSIPORE LOTE 27 QD 92,-22.7632,"RUA CASSIPORE LOTE 27 QD 92, JARDIM OLAVO BILAC, DUQUE DE CAXIAS, Rio de Janeiro",-43.32092,521,JARDIM ESCOLA REINO DA CULTURA - PREDIO I,DUQUE DE CAXIAS,1163,4,0,65,0,962,171,194
1422,1867,1097,5067,DOUTOR LAUREANO,25050580,AV. CHOPIN S/N,-22.7597,"AV. CHOPIN S/N, DOUTOR LAUREANO, DUQUE DE CAXIAS, Rio de Janeiro",-43.29222,1778,CIEP CHARLES CHAPLIN,DUQUE DE CAXIAS,1295,13,0,160,0,3289,521,78
733,1124,754,3099,NOVA CAMPINAS,25260000,"AVENIDA A, S/N",-22.75381,"AVENIDA A, S/N, NOVA CAMPINAS, DUQUE DE CAXIAS, Rio de Janeiro",-43.28259,1242,ESCOLA ESTADUAL NOVA CAMPINAS,DUQUE DE CAXIAS,1376,10,0,134,0,1857,354,127
615,461,555,1863,25 DE AGOSTO,25071181,"AVENIDA BRIGADEIRO LIMA E SILVA, 1411",-22.7926037,"AVENIDA BRIGADEIRO LIMA E SILVA, 1411, 25 DE AGOSTO, DUQUE DE CAXIAS, Rio de Janeiro",-43.3017678,787,BANCO ITAÚ - AGÊNCIA 9165 - PRAÇA HUMAITÁ,DUQUE DE CAXIAS,1279,5,0,51,0,1076,181,66
794,627,615,2293,JARDIM 25 DE AGOSTO,25075142,"RUA PROF. JOSÉ DE SOUZA HERDY, 450",-22.790632,"RUA PROF. JOSÉ DE SOUZA HERDY, 450, JARDIM 25 DE AGOSTO, DUQUE DE CAXIAS, Rio de Janeiro",-43.3046874,872,COLÉGIO ESTADUAL PROFESSOR JOSÉ DE SOUZA HERDY,DUQUE DE CAXIAS,1058,6,0,53,0,1421,204,66
409,443,298,1311,CORTE OITO,25030060,"RUA PETRÓPOLIS, 405",-22.7676959,"RUA PETRÓPOLIS, 405, CORTE OITO, DUQUE DE CAXIAS, Rio de Janeiro",-43.307019,459,ESCOLA MUNICIPAL GASTÃO REIS,DUQUE DE CAXIAS,1120,4,0,33,0,852,128,77
658,700,529,2238,PARADA ANGÉLICA,25272540,"RUA LÚCIA HELENA FACCINI, 08",-22.61848,"RUA LÚCIA HELENA FACCINI, 08, PARADA ANGÉLICA, DUQUE DE CAXIAS, Rio de Janeiro",-43.20274,880,ESCOLA MUNICIPAL MARECHAL FLORIANO PEIXOTO,DUQUE DE CAXIAS,1090,6,0,85,0,1358,266,127
1577,1044,984,4154,SANTA LÚCIA,25275450,"AV. FELICIANO SODRÉ, S/N",-22.64633,"AV. FELICIANO SODRÉ, S/N, SANTA LÚCIA, DUQUE DE CAXIAS, Rio de Janeiro",-43.22267,1533,CIEP 171 - JOSÉ AMÉRICO PESSANHA,DUQUE DE CAXIAS,1015,11,0,177,0,2621,372,127
1055,1002,992,3461,PARQUE SENHOR DO BONFIM,25000000,AV. SALGADO FILHO 434,-22.6523137,"AV. SALGADO FILHO 434, PARQUE SENHOR DO BONFIM, DUQUE DE CAXIAS, Rio de Janeiro",-43.271238,1404,ESCOLA MUNICIPAL ZILLA JUNGER,DUQUE DE CAXIAS,1309,11,0,88,0,2057,324,103
1029,1055,877,3370,VILA SÃO LUIS,25065090,AV PRESIDENTE TANCREDO NEVES 1067,-22.7741603,"AV PRESIDENTE TANCREDO NEVES 1067, VILA SÃO LUIS, DUQUE DE CAXIAS, Rio de Janeiro",-43.2997293,1286,ESCOLA MUNICIPAL LIONS,DUQUE DE CAXIAS,1228,9,0,86,0,2084,323,78
319,2515,752,3878,AMAPÁ,25056110,ESTRADA DO AMAPA S/N,-22.68633,"ESTRADA DO AMAPA S/N, AMAPÁ, DUQUE DE CAXIAS, Rio de Janeiro",-43.3522,1044,CIEP 348 - EUGENIA MOREYRA,DUQUE DE CAXIAS,1600,10,0,80,0,2834,212,79
2859,1851,1483,6840,PANTANAL,25040160,AV. GOMES FREIRE S/N,-22.74556,"AV. GOMES FREIRE S/N, PANTANAL, DUQUE DE CAXIAS, Rio de Janeiro",-43.31337,2130,CIEP CLEMENTINA DE JESUS,DUQUE DE CAXIAS,1805,18,0,188,0,4710,459,79
493,771,399,1909,SARAPUÍ,25050040,RUA ALEX LUNDGREN 21/22,-22.7511911,"RUA ALEX LUNDGREN 21/22, SARAPUÍ, DUQUE DE CAXIAS, Rio de Janeiro",-43.3035058,645,COLÉGIO SÃO MIGUEL ARCANJO,DUQUE DE CAXIAS,1236,5,0,57,0,1264,189,78
1929,1441,1434,5463,SÃO BENTO,25045010,AV. PRESIDENTE KENNEDY 9422,-22.7206399,"AV. PRESIDENTE KENNEDY 9422, SÃO BENTO, DUQUE DE CAXIAS, Rio de Janeiro",-43.320019,2093,FEUDUC,DUQUE DE CAXIAS,1252,14,0,164,0,3370,495,79
1191,519,565,2520,BAR DOS CAVALEIROS,25015420,RUA CAMPOS 55,-22.7957449,"RUA CAMPOS 55, BAR DOS CAVALEIROS, DUQUE DE CAXIAS, Rio de Janeiro",-43.3235064,810,ESCOLA MUNICIPAL PROF. HILDA DO CARMO SIQUEIRA,DUQUE DE CAXIAS,1384,8,0,40,0,1710,205,103
1495,1688,1226,4963,CENTENÁRIO,25020210,RUA MANOEL VIEIRA S/N,-22.78307,"RUA MANOEL VIEIRA S/N, CENTENÁRIO, DUQUE DE CAXIAS, Rio de Janeiro",-43.31338,1780,ESCOLA MUNICIPAL CARLOTA MACHADO,DUQUE DE CAXIAS,1384,14,0,142,0,3183,412,77
646,1787,1048,3892,FIGUEIRA,25230020,AV. DEMETRIO RIBEIRO S/N,-22.68802,"AV. DEMETRIO RIBEIRO S/N, FIGUEIRA, DUQUE DE CAXIAS, Rio de Janeiro",-43.28859,1459,COLEGIO ESTADUAL FREI HENRIQUE DE COIMBRA,DUQUE DE CAXIAS,1414,10,0,104,0,2433,307,126
953,794,637,2704,VILA SÃO LUIS,25065005,RUA DR. CARLOS ESTEVES S/N (ESQ. COM R. STA TERESA),-22.77668,"RUA DR. CARLOS ESTEVES S/N (ESQ. COM R. STA TERESA), VILA SÃO LUIS, DUQUE DE CAXIAS, Rio de Janeiro",-43.29061,957,ESCOLA MUNICIPAL MARECHAL MALLET,DUQUE DE CAXIAS,1031,7,0,67,0,1747,253,200
1617,1684,1224,5307,SARACURUNA,25212390,AV. PRESIDENTE ROOSEVELT S/N,-22.67558,"AV. PRESIDENTE ROOSEVELT S/N, SARACURUNA, DUQUE DE CAXIAS, Rio de Janeiro",-43.25368,2006,CIEP 318 - PAULO MENDES CAMPOS,DUQUE DE CAXIAS,1422,14,0,181,0,3301,601,126
763,805,579,2420,CORTE OITO,25030060,"RUA PETRÓPOLIS, 175",-22.7696281,"RUA PETRÓPOLIS, 175, CORTE OITO, DUQUE DE CAXIAS, Rio de Janeiro",-43.307418,852,ESCOLA MUNICIPAL ANÍSIO SPINOLA TEIXEIRA,DUQUE DE CAXIAS,1112,7,0,72,0,1568,201,77
813,752,704,2588,ITATIAIA,25070000,"RUA ALBERTO TORRES, 124",-22.7803607,"RUA ALBERTO TORRES, 124, ITATIAIA, DUQUE DE CAXIAS, Rio de Janeiro",-43.3056296,1023,EDUCANDARIO CRUZEIRO DO SUL,DUQUE DE CAXIAS,1066,9,0,69,0,1565,250,200
424,258,288,1058,VILA OPERARIA,25080520,"RUA BADGER DA SILVEIRA, 9",-22.782072,"RUA BADGER DA SILVEIRA, 9, VILA OPERARIA, DUQUE DE CAXIAS, Rio de Janeiro",-43.29644,376,ESCOLA MUNICIPAL VILA OPERARIA,DUQUE DE CAXIAS,1376,3,0,26,0,682,62,66
1084,850,763,3106,PARQUE PAULICÉIA,25071000,RUA PARANA 739,-22.6453451,"RUA PARANA 739, PARQUE PAULICÉIA, DUQUE DE CAXIAS, Rio de Janeiro",-43.2827206,1172,ESCOLA MUNICIPAL MOTA SOBRINHO,DUQUE DE CAXIAS,1023,9,0,88,0,1934,321,200
419,1226,473,2484,TAQUARA,25270000,"PRAÇA SÃO PAULO, S/N",-22.60078,"PRAÇA SÃO PAULO, S/N, TAQUARA, DUQUE DE CAXIAS, Rio de Janeiro",-43.29148,839,ESCOLA MUNICIPAL BARÃO DA TAQUARA,DUQUE DE CAXIAS,1333,7,0,82,0,1645,284,127
968,669,468,2353,PANTANAL,25040160,AV GOMES FREIRE S/N,-22.74556,"AV GOMES FREIRE S/N, PANTANAL, DUQUE DE CAXIAS, Rio de Janeiro",-43.31337,716,ESCOLA MUNICIPAL MARIA CLARA MACHADO (ANT. MARIA TENÓRIO),DUQUE DE CAXIAS,2232,7,0,63,0,1637,185,79
2532,1805,1585,6643,PANTANAL,25040060,AV. LAURO SODRE S/N,-22.95656,"AV. LAURO SODRE S/N, PANTANAL, DUQUE DE CAXIAS, Rio de Janeiro",-43.17773,2306,CIEP GRACILIANO RAMOS,DUQUE DE CAXIAS,1376,17,0,184,0,4337,537,79
786,1214,601,2941,PILAR,25230140,RUA DA FELICIDADE 03,-22.69963,"RUA DA FELICIDADE 03, PILAR, DUQUE DE CAXIAS, Rio de Janeiro",-43.29248,941,ESCOLA MUNICIPAL SOLANO TRINDADE,DUQUE DE CAXIAS,2151,8,0,106,0,2000,234,79
370,1257,480,2272,SANTO ANTONIO,25253550,RUA MANOEL GARCIA DA SILVA S/N,-22.60572,"RUA MANOEL GARCIA DA SILVA S/N, SANTO ANTONIO, DUQUE DE CAXIAS, Rio de Janeiro",-43.2748,645,ESCOLA ESTADUAL HERVALINA DINIZ PIRES,DUQUE DE CAXIAS,1120,7,0,42,0,1627,123,128
987,945,569,2900,VILA SÃO LUIS,25065172,AV. BRASIL S/N (ESQ. COM R. QUATORZE DE JULHO),-22.77939,"AV. BRASIL S/N (ESQ. COM R. QUATORZE DE JULHO), VILA SÃO LUIS, DUQUE DE CAXIAS, Rio de Janeiro",-43.29061,968,ESCOLA ESTADUAL PROFESSORA LIA MARCIA GONÇALVES PANARO,DUQUE DE CAXIAS,1104,8,0,96,0,1932,303,200
1419,694,727,3104,PARQUE FELICIDADE,25080570,"RUA BARBOSA ARAÚJO, 265",-22.785483,"RUA BARBOSA ARAÚJO, 265, PARQUE FELICIDADE, DUQUE DE CAXIAS, Rio de Janeiro",-43.2977861,991,ESCOLA MUNICIPAL ONERES NUNES DE OLIVEIRA - ANTIGO COLEGIO FLUMINENSE,DUQUE DE CAXIAS,1228,8,0,51,0,2113,213,66
1686,2191,1296,5950,PILAR,25233090,"RUA LEONTINA MEZIOT, S/N",-22.71004,"RUA LEONTINA MEZIOT, S/N, PILAR, DUQUE DE CAXIAS, Rio de Janeiro",-43.30456,2073,CIEP 404 - CLARICE LISPECTOR,DUQUE DE CAXIAS,1082,15,0,191,0,3877,586,79
493,1089,718,2685,PARQUE EQUITATIVA,25260390,"AV. DUQUE DE CAXIAS, 153",-22.7844977,"AV. DUQUE DE CAXIAS, 153, PARQUE EQUITATIVA, DUQUE DE CAXIAS, Rio de Janeiro",-43.3081957,1103,ESCOLA MUNICIPAL MINERVINA BARBOSA DE CASTRO,DUQUE DE CAXIAS,1104,9,0,86,0,1582,299,127
378,992,411,2012,TAQUARA,25270010,"ESTRADA CACHOEIRA DAS DORES, 410",-22.6131948,"ESTRADA CACHOEIRA DAS DORES, 410, TAQUARA, DUQUE DE CAXIAS, Rio de Janeiro",-43.2381695,642,ESCOLA ESTADUAL NOVA AMÉRICA,DUQUE DE CAXIAS,1139,6,0,49,0,1370,182,127
438,1848,363,2851,MANTIQUIRA,25250570,"RUA DR. OSMUNDO RIBEIRO DUARTE, S/N",-22.79001,"RUA DR. OSMUNDO RIBEIRO DUARTE, S/N, MANTIQUIRA, DUQUE DE CAXIAS, Rio de Janeiro",-43.32607,565,ESCOLA MUNICIPAL SANTO AGOSTINHO,DUQUE DE CAXIAS,1155,8,0,37,0,2286,165,128
309,587,249,1319,CRISTÓVÃO COLOMBO,25270000,"RUA ZUMBI DOS PALMARES, S/N",-22.71957,"RUA ZUMBI DOS PALMARES, S/N, CRISTÓVÃO COLOMBO, DUQUE DE CAXIAS, Rio de Janeiro",-43.31058,423,ESCOLA MUNICIPAL MÁRCIO FIAT,DUQUE DE CAXIAS,1252,4,0,56,0,896,118,127
745,873,802,2701,CENTENÁRIO,25025010,"RUA DOUTOR MANOEL REIS, 501",-22.7791667,"RUA DOUTOR MANOEL REIS, 501, CENTENÁRIO, DUQUE DE CAXIAS, Rio de Janeiro",-43.3153215,1083,COLÉGIO PEDRO II,DUQUE DE CAXIAS,1040,7,0,71,0,1618,210,77
346,412,207,1075,COPACABANA,25060360,RUA ITU S/N,-22.75506,"RUA ITU S/N, COPACABANA, DUQUE DE CAXIAS, Rio de Janeiro",-43.29975,317,(BRIZOLINHA) ESCOLA ESTADUAL GILBERTO FREIRE,DUQUE DE CAXIAS,1260,3,0,19,0,758,91,78
717,1901,754,3890,JARDIM ANHANGÁ,25264350,"AV. ANHANGÁ, S/N",-22.64341,"AV. ANHANGÁ, S/N, JARDIM ANHANGÁ, DUQUE DE CAXIAS, Rio de Janeiro",-43.23172,1272,CIEP 319 - ODUVALDO VIANA FILHO,DUQUE DE CAXIAS,1244,11,0,151,0,2618,367,127
274,1543,508,2577,JARDIM BARRO BRANCO,25267120,"AV. PEDRO ÁLVARES CABRAL, LT 27 QD 10",-22.63575,"AV. PEDRO ÁLVARES CABRAL, LT 27 QD 10, JARDIM BARRO BRANCO, DUQUE DE CAXIAS, Rio de Janeiro",-43.24389,760,ESCOLA MUNICIPAL BARRO BRANCO,DUQUE DE CAXIAS,1260,7,0,61,0,1817,191,127
1420,784,883,3514,PARQUE LAFAIETE,25025010,RUA DAVID DE OLIVEIRA S/N,-22.78529,"RUA DAVID DE OLIVEIRA S/N, PARQUE LAFAIETE, DUQUE DE CAXIAS, Rio de Janeiro",-43.32507,1310,ESCOLA MUNICIPAL SANTA TEREZINHA,DUQUE DE CAXIAS,1490,9,0,75,0,2204,352,103
1287,1120,1105,3859,SANTA TERESA,25086030,"ESTRADA SÃO VICENTE, 98",-22.6577944,"ESTRADA SÃO VICENTE, 98, SANTA TERESA, DUQUE DE CAXIAS, Rio de Janeiro",-43.2827284,1452,CIEP 098 PROFESSORA HILDA DO CARMO SIQUEIRA,DUQUE DE CAXIAS,1015,13,0,69,0,2407,278,200
1235,979,859,3467,PERIQUITOS,25025320,"RUA BERNARDO MONTEIRO, 13",-22.7814553,"RUA BERNARDO MONTEIRO, 13, PERIQUITOS, DUQUE DE CAXIAS, Rio de Janeiro",-43.324596,1253,ESCOLA ESTADUAL INÁCIO BEZERRA DE MENEZES,DUQUE DE CAXIAS,1252,9,0,97,0,2214,297,77
900,824,929,3098,JARDIM 25 DE AGOSTO,25075100,"RUA GENERAL MITRE, 587",-22.7948619,"RUA GENERAL MITRE, 587, JARDIM 25 DE AGOSTO, DUQUE DE CAXIAS, Rio de Janeiro",-43.2991584,1374,INSTITUTO DE EDUCACAO GOVERNADOR ROBERTO SILVEIRA,DUQUE DE CAXIAS,1074,8,0,93,0,1724,352,66
127,278,158,674,PARQUE PAULISTA,25265000,"RUA MALHERBE, QD 90 LT 1",-22.64303,"RUA MALHERBE, QD 90 LT 1, PARQUE PAULISTA, DUQUE DE CAXIAS, Rio de Janeiro",-43.25884,269,ESCOLA MUNICIPAL LUIZ GAMA BORGES,DUQUE DE CAXIAS,1430,2,0,27,0,405,84,127
1182,1028,857,3536,VILA SÃO LUIS,25065090,RUA EXPEDICIONARIO JOSE AMARO 104,-22.7746791,"RUA EXPEDICIONARIO JOSE AMARO 104, VILA SÃO LUIS, DUQUE DE CAXIAS, Rio de Janeiro",-43.2989157,1326,INSTITUTO LOIDE MARTA,DUQUE DE CAXIAS,1112,9,0,102,0,2210,367,200
529,606,456,1783,COPACABANA,25060200,RUA PRESIDENTE JUSCELINO KUBISTCHEK DE OLIVEIRA 4160,-22.76582,"RUA PRESIDENTE JUSCELINO KUBISTCHEK DE OLIVEIRA 4160, COPACABANA, DUQUE DE CAXIAS, Rio de Janeiro",-43.29963,648,ESCOLA ESTADUAL GENERAL TIBÚRCIO,DUQUE DE CAXIAS,1023,5,0,50,0,1135,142,78
873,1589,828,3850,CAMPOS ELÍSEOS,25225636,ESTRADA DO ROSARIO 118,-22.6795262,"ESTRADA DO ROSARIO 118, CAMPOS ELÍSEOS, DUQUE DE CAXIAS, Rio de Janeiro",-43.283116,1388,ESCOLA MUNICIPAL MONTEIRO LOBATO,DUQUE DE CAXIAS,1015,10,0,146,0,2462,414,126
272,1027,436,1917,PARQUE ELDORADO,25240170,RUA RIO DE JANEIRO 113,-22.6437749,"RUA RIO DE JANEIRO 113, PARQUE ELDORADO, DUQUE DE CAXIAS, Rio de Janeiro",-43.2864399,618,ESCOLA MUNICIPAL JOAO FAUSTINO FRANCA SOBRINHO,DUQUE DE CAXIAS,1031,6,0,43,0,1299,139,128
1775,1409,1197,5141,JARDIM PRIMAVERA,25223230,RUA AMILCAR MARAPANIM S/N,-22.68854,"RUA AMILCAR MARAPANIM S/N, JARDIM PRIMAVERA, DUQUE DE CAXIAS, Rio de Janeiro",-43.2546,1957,CIEP 208 ALCEU AMOROSO LIMA,DUQUE DE CAXIAS,1090,13,0,198,0,3184,562,126
795,1416,918,3658,IMBARIÊ,25267000,"RUA GOINDIRA, S/N",-22.63884,"RUA GOINDIRA, S/N, IMBARIÊ, DUQUE DE CAXIAS, Rio de Janeiro",-43.21827,1447,COLÉGIO ESTADUAL DOUTOR ALFREDO BACKER,DUQUE DE CAXIAS,1023,10,0,133,0,2211,396,127
1015,1061,742,3161,DOUTOR LAUREANO,25065170,RUA LEANDRO DA MOTA 159,-22.6328288,"RUA LEANDRO DA MOTA 159, DOUTOR LAUREANO, DUQUE DE CAXIAS, Rio de Janeiro",-43.2178375,1085,CRECHE MUN. GRACIESSE LUÍSA SILVA LOURENÇO(CRUZEIRO DO SUL),DUQUE DE CAXIAS,1090,9,0,70,0,2076,273,78
1143,1722,1203,4598,SARAPUÍ,25050100,"AV REPUBLICA DO PARAGUAI, S/N",-22.74951,"AV REPUBLICA DO PARAGUAI, S/N, SARAPUÍ, DUQUE DE CAXIAS, Rio de Janeiro",-43.29802,1733,CIEP CARLOS CHAGAS,DUQUE DE CAXIAS,1163,12,0,138,0,2865,392,78
550,660,438,1895,SARACURUNA,25211010,RUA PETROLINA S/N,-22.65967,"RUA PETROLINA S/N, SARACURUNA, DUQUE DE CAXIAS, Rio de Janeiro",-43.25106,685,ESCOLA ESTADUAL ALBERTO SANTOS DUMONT,DUQUE DE CAXIAS,1430,5,0,62,0,1210,185,126
744,581,697,2289,CENTRO,25010009,"AVENIDA PRESIDENTE KENNEDY,1861",-22.7856043,"AVENIDA PRESIDENTE KENNEDY,1861, CENTRO, DUQUE DE CAXIAS, Rio de Janeiro",-43.3106834,964,CATEDRAL DE SANTO ANTONIO,DUQUE DE CAXIAS,1163,7,0,55,0,1325,212,103
576,509,335,1649,JARDIM OLAVO BILAC,25036040,"RUA PEDRO LESSA, QD 04 LT 18 E 19",-22.7632,"RUA PEDRO LESSA, QD 04 LT 18 E 19, JARDIM OLAVO BILAC, DUQUE DE CAXIAS, Rio de Janeiro",-43.32092,564,CVT/FAETEC,DUQUE DE CAXIAS,1180,5,0,46,0,1085,183,194
666,963,697,2656,SARAPUÍ,25050010,RUA HERMAN LUNDGREN LT 4 QD 4,-22.77288,"RUA HERMAN LUNDGREN LT 4 QD 4, SARAPUÍ, DUQUE DE CAXIAS, Rio de Janeiro",-43.28439,1027,COLÉGIO ESTADUAL SÃO BENTO,DUQUE DE CAXIAS,1171,7,0,82,0,1629,248,78
1368,832,757,3308,PANTANAL,25040240,RUA DELGADO CARVALHO LT 40 QD 52,-22.78741,"RUA DELGADO CARVALHO LT 40 QD 52, PANTANAL, DUQUE DE CAXIAS, Rio de Janeiro",-43.31298,1108,CENTRO EDUCACIONAL SILVA TAVARES - ANT. ARCO ÍRIS,DUQUE DE CAXIAS,2135,10,0,95,0,2200,256,79
825,1837,950,4058,SARACURUNA,25220650,RUA PEDRO I S/N,-22.68115,"RUA PEDRO I S/N, SARACURUNA, DUQUE DE CAXIAS, Rio de Janeiro",-43.23906,1396,ESCOLA MUNICIPAL PEDRO RODRIGUES DO CARMO,DUQUE DE CAXIAS,1570,11,0,118,0,2662,328,126
813,2440,1051,5097,FRANGO DOURADO,25251130,RUA BOITATA S/N,-22.65504,"RUA BOITATA S/N, FRANGO DOURADO, DUQUE DE CAXIAS, Rio de Janeiro",-43.27948,1844,CIEP 320 - ARCAMPO,DUQUE DE CAXIAS,1015,13,0,177,0,3253,616,128
771,1357,807,3582,PARQUE EQUITATIVA,25260000,"RUA MARQUES DE LAFAIETE, 70",-22.6348193,"RUA MARQUES DE LAFAIETE, 70, PARQUE EQUITATIVA, DUQUE DE CAXIAS, Rio de Janeiro",-43.2655334,1454,ESCOLA MUNICIPAL SANTA LUZIA,DUQUE DE CAXIAS,1414,10,0,146,0,2128,501,127
129,300,133,659,JARDIM ANHANGÁ,25275000,"RUA JUJUÍ, 65 - ATRÁS DO MERCADO CELMA",-22.648867,"RUA JUJUÍ, 65 - ATRÁS DO MERCADO CELMA, JARDIM ANHANGÁ, DUQUE DE CAXIAS, Rio de Janeiro",-43.2337453,230,CENTRO EDUCACIONAL SANTA MÔNICA,DUQUE DE CAXIAS,1465,2,0,29,0,429,68,127
474,1703,804,3200,XERÉM,25250400,RUA DOS ENGENHEIROS-F.N.M. S/N,-22.59684,"RUA DOS ENGENHEIROS-F.N.M. S/N, XERÉM, DUQUE DE CAXIAS, Rio de Janeiro",-43.30053,1023,COLEGIO ESTADUAL BARAO DE MAUA,DUQUE DE CAXIAS,1082,9,0,50,0,2177,169,128
1100,881,837,3234,PAULICÉIA,25070015,"RUA ARTUR NEIVA, 100",-22.7021116,"RUA ARTUR NEIVA, 100, PAULICÉIA, DUQUE DE CAXIAS, Rio de Janeiro",-43.2916394,1253,SESI,DUQUE DE CAXIAS,1139,9,0,91,0,1981,325,200
1533,1099,1000,4291,JARDIM PRIMAVERA,25212360,RUA SANTA RITA S/N,-22.6065,"RUA SANTA RITA S/N, JARDIM PRIMAVERA, DUQUE DE CAXIAS, Rio de Janeiro",-43.27857,1659,ESCOLA ESTADUAL ALEXANDER GRAHAM BELL,DUQUE DE CAXIAS,1112,11,0,161,0,2632,498,126
617,2284,952,4166,XERÉM,25070000,PRACA PREF. ROBERTO SILVEIRA S/N,-22.78766,"PRACA PREF. ROBERTO SILVEIRA S/N, XERÉM, DUQUE DE CAXIAS, Rio de Janeiro",-43.29604,1265,ESCOLA ESTADUAL CIRCULO OPERARIO,DUQUE DE CAXIAS,1236,12,0,58,0,2901,255,128
839,491,411,1903,VILA OPERARIA,25080510,PRACA JOSE DE JESUS S/N,-22.78916,"PRACA JOSE DE JESUS S/N, VILA OPERARIA, DUQUE DE CAXIAS, Rio de Janeiro",-43.29765,573,POSTO DE SAUDE DOUTOR JOSE DE FREITAS,DUQUE DE CAXIAS,1295,5,0,46,0,1330,116,66
681,406,449,1730,SÃO BENTO,25045000,RUA PAULO FREIRE  S/N - ANT. RUA F,-22.78112,"RUA PAULO FREIRE  S/N - ANT. RUA F, SÃO BENTO, DUQUE DE CAXIAS, Rio de Janeiro",-43.30914,643,ESCOLA MUNICIPAL SETE DE SETEMBRO,DUQUE DE CAXIAS,1228,5,0,37,0,1087,157,79
995,544,633,2383,PARQUE BEIRA MAR,25085460,RUA FLORIANOPOLIS 75,-22.7906959,"RUA FLORIANOPOLIS 75, PARQUE BEIRA MAR, DUQUE DE CAXIAS, Rio de Janeiro",-43.2910522,844,COLÉGIO ESTADUAL DULCE PETRI,DUQUE DE CAXIAS,1210,6,0,36,0,1539,175,66
268,832,375,1694,FIGUEIRA,25230610,"ESTRADA VELHA DO PILAR, N. 50",-22.6793266,"ESTRADA VELHA DO PILAR, N. 50, FIGUEIRA, DUQUE DE CAXIAS, Rio de Janeiro",-43.2835795,594,ESCOLA MUNICIPAL PROFESSOR WALTER RUSSO DE SOUZA,DUQUE DE CAXIAS,1775,5,0,65,0,1100,154,126
630,581,475,1927,ITATIAIA,25070512,RUA ITABIRA 469,-22.67144,"RUA ITABIRA 469, ITATIAIA, DUQUE DE CAXIAS, Rio de Janeiro",-43.25447,716,CLUBE ITAPERUNA FUTEBOL CAXIENSE,DUQUE DE CAXIAS,1082,6,0,48,0,1211,193,200
569,1147,822,2992,PARQUE PAULISTA,25261320,"AVENIDA 31 DE MARÇO, S/N",-22.65793,"AVENIDA 31 DE MARÇO, S/N, PARQUE PAULISTA, DUQUE DE CAXIAS, Rio de Janeiro",-43.2543,1276,ESCOLA ESTADUAL PADRE ANCHIETA,DUQUE DE CAXIAS,1112,9,0,114,0,1716,340,127
509,2888,970,4673,XERÉM,25245410,RUA ENEAS FRUTUOSO S/N,-22.57707,"RUA ENEAS FRUTUOSO S/N, XERÉM, DUQUE DE CAXIAS, Rio de Janeiro",-43.30952,1276,CIEP 338 - CELIA RABELO,DUQUE DE CAXIAS,1244,13,0,63,0,3397,243,128
534,690,378,1809,CENTENÁRIO,25030130,"AV. JOAQUIM NABUCO, 242",-22.7780493,"AV. JOAQUIM NABUCO, 242, CENTENÁRIO, DUQUE DE CAXIAS, Rio de Janeiro",-43.3168696,585,CENTRO EDUCACIONAL VIEIRA PASSOS,DUQUE DE CAXIAS,1406,5,0,48,0,1224,159,77
683,311,427,1553,BAR DOS CAVALEIROS,25025000,"AVENIDA NILO PEÇANHA, 2.279",-22.7928628,"AVENIDA NILO PEÇANHA, 2.279, BAR DOS CAVALEIROS, DUQUE DE CAXIAS, Rio de Janeiro",-43.3275989,559,ESCOLA MUNICIPAL VISCONDE DE ITABORAÍ,DUQUE DE CAXIAS,1546,6,0,31,0,994,101,103
715,317,298,1475,PARQUE LAFAIETE,25015310,"RUA RAMIZ GALVÃO, 200",-22.7907292,"RUA RAMIZ GALVÃO, 200, PARQUE LAFAIETE, DUQUE DE CAXIAS, Rio de Janeiro",-43.3239184,443,COMPLEXO CULTURAL CAÇA TALENTOS,DUQUE DE CAXIAS,1333,5,0,42,0,1032,103,103
1229,1101,982,3740,CAROLINA,25070140,RUA PRIMEIRO DE MAIO 156,-22.7752761,"RUA PRIMEIRO DE MAIO 156, CAROLINA, DUQUE DE CAXIAS, Rio de Janeiro",-43.3057096,1410,CIEP MINISTRO SANTIAGO DANTAS,DUQUE DE CAXIAS,1252,12,0,112,0,2330,316,78
223,283,246,864,GRAMACHO,25035185,RUA JOAQUIM JOSE SOARES 525,-22.7550482,"RUA JOAQUIM JOSE SOARES 525, GRAMACHO, DUQUE DE CAXIAS, Rio de Janeiro",-43.30589,358,JD. ESCOLA ARCO IRIS,DUQUE DE CAXIAS,1236,4,0,30,0,506,82,194
454,716,423,1859,IMBARIÊ,25266250,"AV. CORONEL SISSON, S/N",-22.64096,"AV. CORONEL SISSON, S/N, IMBARIÊ, DUQUE DE CAXIAS, Rio de Janeiro",-43.21885,689,ESCOLA MUNICIPAL PROFESSORA CARMEM CORREA DE CARVALHO REIS BRÁZ,DUQUE DE CAXIAS,1198,6,0,74,0,1170,192,127
407,365,284,1253,PARQUE PAULICÉIA,25070102,AV. DUQUE DE CAXIAS S/N,-22.6328,"AV. DUQUE DE CAXIAS S/N, PARQUE PAULICÉIA, DUQUE DE CAXIAS, Rio de Janeiro",-43.26451,481,IGREJA PRESBITERIANA,DUQUE DE CAXIAS,1198,4,0,43,0,772,154,200
