DICA,WASHINGTON REIS,abstencoes,aptos,bairro,cep,codigo_municipio,endereco,location,nao_considerados,nome_local,nome_munic,num_local,percentual_abstencoes,percentual_anulados,percentual_brancos,percentual_legenda,percentual_nominais,percentual_nulos,secao,votos_anulados,votos_brancos,votos_legenda,votos_nominais,votos_nulos,zona
40,100,43,206,FIGUEIRA,25230610,58335,"ESTRADA VELHA DO PILAR, N. 50","ESTRADA VELHA DO PILAR, N. 50, FIGUEIRA, DUQUE DE CAXIAS, Rio de Janeiro",66,ESCOLA MUNICIPAL PROFESSOR WALTER RUSSO DE SOUZA,DUQUE DE CAXIAS,1775,0.21,0.0,0.02,0.0,0.68,0.09,359,0,5,0,140,18,126
129,106,108,396,JARDIM PRIMAVERA,25215250,58335,AV. JORNALISTA MOACYR PADILHA S/N,"AV. JORNALISTA MOACYR PADILHA S/N, JARDIM PRIMAVERA, DUQUE DE CAXIAS, Rio de Janeiro",161,ESCOLA ESTADUAL MINAS GERAIS,DUQUE DE CAXIAS,1139,0.27,0.0,0.03,0.0,0.59,0.1,89,0,13,0,235,40,126
167,95,88,386,PANTANAL,25040160,58335,AV. GOMES FREIRE S/N,"AV. GOMES FREIRE S/N, PANTANAL, DUQUE DE CAXIAS, Rio de Janeiro",124,CIEP CLEMENTINA DE JESUS,DUQUE DE CAXIAS,1805,0.23,0.0,0.04,0.0,0.68,0.06,163,0,14,0,262,22,79
129,108,83,358,SÃO BENTO,25045030,58335,AVENIDA PRESIDENTE KENNEDY S/N,"AVENIDA PRESIDENTE KENNEDY S/N, SÃO BENTO, DUQUE DE CAXIAS, Rio de Janeiro",121,ESCOLA MUNICIPAL NISIA VILELA FERNANDES,DUQUE DE CAXIAS,2208,0.23,0.0,0.03,0.0,0.66,0.07,578,0,12,0,237,26,79
108,120,125,397,GRAMACHO,25035240,58335,AV. RIO BRANCO 20,"AV. RIO BRANCO 20, GRAMACHO, DUQUE DE CAXIAS, Rio de Janeiro",169,ESCOLA MUNICIPAL RUY BARBOSA,DUQUE DE CAXIAS,1040,0.31,0.0,0.04,0.0,0.57,0.08,32,0,14,0,228,30,194
75,119,54,314,SARACURUNA,25212440,58335,AV. URUGUAIANA S/N,"AV. URUGUAIANA S/N, SARACURUNA, DUQUE DE CAXIAS, Rio de Janeiro",120,ESCOLA MUNICIPAL JAYME FICHMAN,DUQUE DE CAXIAS,1449,0.17,0.0,0.05,0.0,0.62,0.16,286,0,17,0,194,49,126
59,158,77,355,JARDIM ANHANGÁ,25264350,58335,"AV. ANHANGÁ, S/N","AV. ANHANGÁ, S/N, JARDIM ANHANGÁ, DUQUE DE CAXIAS, Rio de Janeiro",138,CIEP 319 - ODUVALDO VIANA FILHO,DUQUE DE CAXIAS,1244,0.22,0.0,0.04,0.0,0.61,0.13,98,0,15,0,217,46,127
155,97,55,384,JARDIM PRIMAVERA,25210000,58335,RUA ODESSA 546,"RUA ODESSA 546, JARDIM PRIMAVERA, DUQUE DE CAXIAS, Rio de Janeiro",132,COLEGIO ESTADUAL HELIO RANGEL,DUQUE DE CAXIAS,1368,0.14,0.0,0.06,0.0,0.66,0.14,181,0,22,0,252,55,126
105,59,49,254,CENTRO,25010180,58335,"RUA DEPUTADO SOARES FILHO,218","RUA DEPUTADO SOARES FILHO,218, CENTRO, DUQUE DE CAXIAS, Rio de Janeiro",90,PRIMEIRA IGREJA BATISTA DE DUQUE DE CAXIAS,DUQUE DE CAXIAS,1481,0.19,0.0,0.05,0.0,0.65,0.11,109,0,12,0,164,29,103
145,87,110,397,SÃO BENTO,25045000,58335,AV. PRESIDENTE KENNEDY S/N,"AV. PRESIDENTE KENNEDY S/N, SÃO BENTO, DUQUE DE CAXIAS, Rio de Janeiro",165,CIEP 118 VEREADOR VILSON CAMPOS MACEDO,DUQUE DE CAXIAS,1783,0.28,0.0,0.04,0.0,0.58,0.1,85,0,16,0,232,39,79
77,81,58,238,VILA SÃO LUIS,25065155,58335,"RUA 21 DE ABRIL, 250 (ESQ. COM R. TREZE DE MAIO)","RUA 21 DE ABRIL, 250 (ESQ. COM R. TREZE DE MAIO), VILA SÃO LUIS, DUQUE DE CAXIAS, Rio de Janeiro",80,ESCOLA MUNICIPAL 21 DE ABRIL,DUQUE DE CAXIAS,1414,0.24,0.0,0.03,0.0,0.66,0.06,130,0,8,0,158,14,200
128,118,76,400,JARDIM PRIMAVERA,25212310,58335,RUA LEIBRITZ S/N,"RUA LEIBRITZ S/N, JARDIM PRIMAVERA, DUQUE DE CAXIAS, Rio de Janeiro",154,CIEP 035 MARECHAL HENRIQUE TEIXEIRA LOTT,DUQUE DE CAXIAS,1082,0.19,0.0,0.04,0.0,0.62,0.16,57,0,15,0,246,63,126
123,127,68,386,SARACURUNA,25212390,58335,AV. PRESIDENTE ROOSEVELT S/N,"AV. PRESIDENTE ROOSEVELT S/N, SARACURUNA, DUQUE DE CAXIAS, Rio de Janeiro",136,CIEP 318 - PAULO MENDES CAMPOS,DUQUE DE CAXIAS,1422,0.18,0.0,0.05,0.0,0.65,0.13,210,0,18,0,250,50,126
96,63,53,239,VILA ITAMARATI,25070180,58335,"RUA CAIBAR SCHUTEL, 837","RUA CAIBAR SCHUTEL, 837, VILA ITAMARATI, DUQUE DE CAXIAS, Rio de Janeiro",80,INSTITUTO PRESBITERIANO - ECO,DUQUE DE CAXIAS,1406,0.22,0.0,0.04,0.0,0.67,0.08,65,0,9,0,159,18,200
121,135,103,394,CENTENÁRIO,25030150,58335,RUA CEL. ALBERTO DE MELO S/N,"RUA CEL. ALBERTO DE MELO S/N, CENTENÁRIO, DUQUE DE CAXIAS, Rio de Janeiro",138,ESCOLA MUNICIPAL HELENA AGUIAR DE MEDEIROS,DUQUE DE CAXIAS,1082,0.26,0.0,0.03,0.0,0.65,0.06,35,0,10,0,256,25,77
72,199,63,397,FIGUEIRA,25230570,58335,ALAMEDA PAULA LILIANE S/N,"ALAMEDA PAULA LILIANE S/N, FIGUEIRA, DUQUE DE CAXIAS, Rio de Janeiro",126,ESCOLA  MUNICIPAL IMACULADA CONCEICAO,DUQUE DE CAXIAS,1511,0.16,0.0,0.04,0.0,0.68,0.12,295,0,14,0,271,49,126
149,72,65,319,PARQUE FLUMINENSE,25046560,58335,RUA KNAUBER S/N,"RUA KNAUBER S/N, PARQUE FLUMINENSE, DUQUE DE CAXIAS, Rio de Janeiro",98,ESCOLA MUNICIPAL MINAS GERAIS,DUQUE DE CAXIAS,1201,0.2,0.0,0.03,0.0,0.69,0.08,570,0,8,0,221,25,79
129,115,98,398,JARDIM PRIMAVERA,25212310,58335,RUA LEIBRITZ S/N,"RUA LEIBRITZ S/N, JARDIM PRIMAVERA, DUQUE DE CAXIAS, Rio de Janeiro",154,CIEP 035 MARECHAL HENRIQUE TEIXEIRA LOTT,DUQUE DE CAXIAS,1082,0.25,0.0,0.03,0.0,0.61,0.11,52,0,11,0,244,45,126
123,128,69,380,VILA SÃO LUIS,25065090,58335,AV PRESIDENTE TANCREDO NEVES 1067,"AV PRESIDENTE TANCREDO NEVES 1067, VILA SÃO LUIS, DUQUE DE CAXIAS, Rio de Janeiro",129,ESCOLA MUNICIPAL LIONS,DUQUE DE CAXIAS,1228,0.18,0.0,0.03,0.0,0.66,0.13,142,0,11,0,251,49,78
101,114,97,365,SANTA LÚCIA,25271080,58335,"RUA URUBÁ, 30","RUA URUBÁ, 30, SANTA LÚCIA, DUQUE DE CAXIAS, Rio de Janeiro",150,ESCOLA ESTADUAL OPERÁRIO JOÃO VICENTE,DUQUE DE CAXIAS,1368,0.27,0.0,0.04,0.0,0.59,0.11,31,0,13,0,215,40,127
127,71,49,295,PARQUE MUISA,25044050,58335,RUA D  1,"RUA D  1, PARQUE MUISA, DUQUE DE CAXIAS, Rio de Janeiro",97,ESCOLA ESTADUAL SANTO INACIO,DUQUE DE CAXIAS,1732,0.17,0.0,0.05,0.0,0.67,0.11,654,0,16,0,198,32,79
139,94,130,396,JARDIM OLAVO BILAC,25036270,58335,RUA DEPUTADO ALMEIDA FRANCO S/N,"RUA DEPUTADO ALMEIDA FRANCO S/N, JARDIM OLAVO BILAC, DUQUE DE CAXIAS, Rio de Janeiro",163,ESCOLA MUNICIPAL DOUTOR RICARDO AUGUSTO DE AZEREDO,DUQUE DE CAXIAS,1244,0.33,0.0,0.02,0.0,0.59,0.06,63,0,8,0,233,25,194
110,147,101,399,SARACURUNA,25211010,58335,RUA PETROLINA S/N,"RUA PETROLINA S/N, SARACURUNA, DUQUE DE CAXIAS, Rio de Janeiro",142,ESCOLA ESTADUAL ALBERTO SANTOS DUMONT,DUQUE DE CAXIAS,1430,0.25,0.0,0.02,0.0,0.64,0.08,213,0,8,0,257,33,126
88,78,65,268,JARDIM 25 DE AGOSTO,25071202,58335,"RUA PROF. JOSÉ DE SOUZA HERDY, 1160","RUA PROF. JOSÉ DE SOUZA HERDY, 1160, JARDIM 25 DE AGOSTO, DUQUE DE CAXIAS, Rio de Janeiro",102,UNIGRANRIO,DUQUE DE CAXIAS,1015,0.24,0.0,0.01,0.0,0.62,0.12,174,0,4,0,166,33,66
128,116,82,387,GRAMACHO,25035150,58335,"RUA VEREADOR TOME SIQUEIRA BARRETO, 295","RUA VEREADOR TOME SIQUEIRA BARRETO, 295, GRAMACHO, DUQUE DE CAXIAS, Rio de Janeiro",143,ESCOLA ESTADUAL AURA BARRETO,DUQUE DE CAXIAS,1058,0.21,0.0,0.02,0.0,0.63,0.14,23,0,8,0,244,53,194
90,135,81,342,SÃO BENTO,25045030,58335,AVENIDA PRESIDENTE KENNEDY S/N,"AVENIDA PRESIDENTE KENNEDY S/N, SÃO BENTO, DUQUE DE CAXIAS, Rio de Janeiro",117,ESCOLA MUNICIPAL NISIA VILELA FERNANDES,DUQUE DE CAXIAS,2208,0.24,0.0,0.02,0.0,0.66,0.08,624,0,8,0,225,28,79
170,50,80,349,ENGENHO DO PORTO,25015280,58335,"RUA RISOLETA CAETANO, 45","RUA RISOLETA CAETANO, 45, ENGENHO DO PORTO, DUQUE DE CAXIAS, Rio de Janeiro",129,EDUCANDARIO SANTA CLARA,DUQUE DE CAXIAS,1520,0.23,0.0,0.03,0.0,0.63,0.11,234,0,11,0,220,38,103
131,136,138,462,ITATIAIA,25070000,58335,RUA ALBERTO TORRES 155,"RUA ALBERTO TORRES 155, ITATIAIA, DUQUE DE CAXIAS, Rio de Janeiro",195,FUNDAÇÃO DE APOIO À ESCOLA TÉCNICA - FAETEC,DUQUE DE CAXIAS,1074,0.3,0.0,0.03,0.0,0.58,0.09,48,0,14,0,267,43,200
54,180,73,365,SANTA CRUZ DA SERRA,25251740,58335,RODOVIA WASHINGTON LUIZ S/N,"RODOVIA WASHINGTON LUIZ S/N, SANTA CRUZ DA SERRA, DUQUE DE CAXIAS, Rio de Janeiro",131,CIEP MONTEIRO LOBATO,DUQUE DE CAXIAS,1147,0.2,0.0,0.05,0.0,0.64,0.11,72,0,18,0,234,40,128
102,134,68,380,SARACURUNA,25212440,58335,AV. URUGUAIANA S/N,"AV. URUGUAIANA S/N, SARACURUNA, DUQUE DE CAXIAS, Rio de Janeiro",144,ESCOLA MUNICIPAL JAYME FICHMAN,DUQUE DE CAXIAS,1449,0.18,0.0,0.04,0.0,0.62,0.16,220,0,17,0,236,59,126
126,112,101,396,JARDIM 25 DE AGOSTO,25075100,58335,"RUA GENERAL MITRE, 587","RUA GENERAL MITRE, 587, JARDIM 25 DE AGOSTO, DUQUE DE CAXIAS, Rio de Janeiro",158,INSTITUTO DE EDUCACAO GOVERNADOR ROBERTO SILVEIRA,DUQUE DE CAXIAS,1074,0.26,0.0,0.02,0.0,0.6,0.12,132,0,9,0,238,48,66
80,118,77,317,NOVA CAMPINAS,25211220,58335,"AV. A, S/N","AV. A, S/N, NOVA CAMPINAS, DUQUE DE CAXIAS, Rio de Janeiro",119,CIEP 227 - PROCÓPIO FERREIRA,DUQUE DE CAXIAS,1120,0.24,0.0,0.03,0.0,0.62,0.11,213,0,8,0,198,34,127
190,122,96,458,VILA ROSARIO,25040060,58335,AVENIDA PRESIDENTE KENNEDY S/N,"AVENIDA PRESIDENTE KENNEDY S/N, VILA ROSARIO, DUQUE DE CAXIAS, Rio de Janeiro",146,ESCOLA MUNICIPAL JOSE CAMILO DOS SANTOS,DUQUE DE CAXIAS,2194,0.21,0.0,0.04,0.0,0.68,0.07,599,0,17,0,312,33,79
117,118,102,381,CENTRO,25020210,58335,RUA MANOEL VIEIRA 397,"RUA MANOEL VIEIRA 397, CENTRO, DUQUE DE CAXIAS, Rio de Janeiro",146,CLUBE RECREATIVO CAXIENSE,DUQUE DE CAXIAS,1090,0.27,0.0,0.03,0.0,0.62,0.09,29,0,11,0,235,33,103
35,64,22,134,IMBARIÊ,25000000,58335,"RUA GOINDIRA, 379","RUA GOINDIRA, 379, IMBARIÊ, DUQUE DE CAXIAS, Rio de Janeiro",35,COLÉGIO ESTADUAL FERNANDO FIGUEIREDO,DUQUE DE CAXIAS,1031,0.16,0.0,0.04,0.0,0.74,0.05,259,0,6,0,99,7,127
74,134,122,366,SARAPUÍ,25050100,58335,"AV REPUBLICA DO PARAGUAI, S/N","AV REPUBLICA DO PARAGUAI, S/N, SARAPUÍ, DUQUE DE CAXIAS, Rio de Janeiro",158,CIEP CARLOS CHAGAS,DUQUE DE CAXIAS,1163,0.33,0.0,0.02,0.0,0.57,0.08,69,0,7,0,208,29,78
219,113,89,463,PARQUE FLUMINENSE,25045270,58335,RUA JOSE DE AZEVEDO 156,"RUA JOSE DE AZEVEDO 156, PARQUE FLUMINENSE, DUQUE DE CAXIAS, Rio de Janeiro",131,ESCOLA MUNICIPAL PAULO FREIRE,DUQUE DE CAXIAS,1180,0.19,0.0,0.03,0.0,0.72,0.06,562,0,12,0,332,30,79
130,124,63,360,CORTE OITO,25030020,58335,RUA VASSOURAS 154,"RUA VASSOURAS 154, CORTE OITO, DUQUE DE CAXIAS, Rio de Janeiro",106,CENTRO DE FORMAÇÃO EDUCACIONAL JEAN PIAGET,DUQUE DE CAXIAS,1139,0.18,0.0,0.03,0.0,0.71,0.09,173,0,11,0,254,32,77
103,166,83,395,JARDIM GRAMACHO,25055120,58335,RUA AVARE 19,"RUA AVARE 19, JARDIM GRAMACHO, DUQUE DE CAXIAS, Rio de Janeiro",126,ESCOLA ESTADUAL LARA VILELA,DUQUE DE CAXIAS,1147,0.21,0.0,0.02,0.0,0.68,0.09,128,0,9,0,269,34,78
135,134,74,394,VILA SÃO LUIS,25065172,58335,AV. BRASIL S/N (ESQ. COM R. QUATORZE DE JULHO),"AV. BRASIL S/N (ESQ. COM R. QUATORZE DE JULHO), VILA SÃO LUIS, DUQUE DE CAXIAS, Rio de Janeiro",125,ESCOLA ESTADUAL PROFESSORA LIA MARCIA GONÇALVES PANARO,DUQUE DE CAXIAS,1104,0.19,0.0,0.04,0.0,0.68,0.09,105,0,16,0,269,35,200
105,146,72,381,CIDADE DOS MENINOS,25233000,58335,AV. PRESIDENTE KENNEDY KM 12,"AV. PRESIDENTE KENNEDY KM 12, CIDADE DOS MENINOS, DUQUE DE CAXIAS, Rio de Janeiro",130,ESCOLA ESTADUAL ASSIS CHATEAUBRIAND,DUQUE DE CAXIAS,1074,0.19,0.0,0.06,0.0,0.66,0.09,597,0,22,0,251,36,79
119,61,37,240,ENGENHO DO PORTO,25015190,58335,RUA COMANDANTE ARI PARREIRAS S/N,"RUA COMANDANTE ARI PARREIRAS S/N, ENGENHO DO PORTO, DUQUE DE CAXIAS, Rio de Janeiro",60,CIEP ANTONIETA CAMPOS DA PAZ (CIEP 434-MARIA JOSE MACHADO),DUQUE DE CAXIAS,1368,0.15,0.0,0.01,0.0,0.75,0.09,245,0,2,0,180,21,103
105,101,70,317,CORTE OITO,25030060,58335,"RUA PETRÓPOLIS, 405","RUA PETRÓPOLIS, 405, CORTE OITO, DUQUE DE CAXIAS, Rio de Janeiro",111,ESCOLA MUNICIPAL GASTÃO REIS,DUQUE DE CAXIAS,1120,0.22,0.0,0.02,0.0,0.65,0.11,48,0,7,0,206,34,77
144,109,78,395,CAMPOS ELÍSEOS,25225592,58335,RUA MARANHAO 90,"RUA MARANHAO 90, CAMPOS ELÍSEOS, DUQUE DE CAXIAS, Rio de Janeiro",142,ESCOLA MUNICIPAL MARILANDIA,DUQUE DE CAXIAS,1228,0.2,0.0,0.04,0.0,0.64,0.12,321,0,17,0,253,47,126
66,188,75,395,TAQUARA,25270000,58335,"PRAÇA SÃO PAULO, S/N","PRAÇA SÃO PAULO, S/N, TAQUARA, DUQUE DE CAXIAS, Rio de Janeiro",141,ESCOLA MUNICIPAL BARÃO DA TAQUARA,DUQUE DE CAXIAS,1333,0.19,0.0,0.04,0.0,0.64,0.12,241,0,17,0,254,49,127
121,110,118,398,SÃO BENTO,25045010,58335,AV. PRESIDENTE KENNEDY 9422,"AV. PRESIDENTE KENNEDY 9422, SÃO BENTO, DUQUE DE CAXIAS, Rio de Janeiro",167,FEUDUC,DUQUE DE CAXIAS,1252,0.3,0.0,0.04,0.0,0.58,0.09,112,0,14,0,231,35,79
158,104,74,385,JARDIM LEAL,25035610,58335,RUA FRANCISCA LEAL S/N  (ANTIGA RUA PORTUGAL),"RUA FRANCISCA LEAL S/N  (ANTIGA RUA PORTUGAL), JARDIM LEAL, DUQUE DE CAXIAS, Rio de Janeiro",123,ESCOLA ESTADUAL FIDELIS MEDEIROS,DUQUE DE CAXIAS,1090,0.19,0.0,0.03,0.0,0.68,0.1,49,0,11,0,262,38,194
113,127,104,376,CENTENÁRIO,25030130,58335,"AV. JOAQUIM NABUCO, 242","AV. JOAQUIM NABUCO, 242, CENTENÁRIO, DUQUE DE CAXIAS, Rio de Janeiro",136,CENTRO EDUCACIONAL VIEIRA PASSOS,DUQUE DE CAXIAS,1406,0.28,0.0,0.02,0.0,0.64,0.07,17,0,7,0,240,25,77
146,109,89,379,JARDIM OLAVO BILAC,25036460,58335,"RUA OTAVIO CARNEIRO, S/N","RUA OTAVIO CARNEIRO, S/N, JARDIM OLAVO BILAC, DUQUE DE CAXIAS, Rio de Janeiro",124,ESCOLA MUNICIPAL GUSTAVO AMBRUST,DUQUE DE CAXIAS,1112,0.23,0.0,0.01,0.0,0.67,0.08,68,0,3,0,255,32,194
136,90,72,333,PANTANAL,25040160,58335,AV GOMES FREIRE S/N,"AV GOMES FREIRE S/N, PANTANAL, DUQUE DE CAXIAS, Rio de Janeiro",107,ESCOLA MUNICIPAL MARIA CLARA MACHADO (ANT. MARIA TENÓRIO),DUQUE DE CAXIAS,2232,0.22,0.0,0.03,0.0,0.68,0.08,617,0,9,0,226,26,79
141,93,82,376,JARDIM PRIMAVERA,25210000,58335,RUA ODESSA 546,"RUA ODESSA 546, JARDIM PRIMAVERA, DUQUE DE CAXIAS, Rio de Janeiro",142,COLEGIO ESTADUAL HELIO RANGEL,DUQUE DE CAXIAS,1368,0.22,0.0,0.05,0.0,0.62,0.11,317,0,17,0,234,43,126
115,133,104,398,CAMPOS ELÍSEOS,25225216,58335,AV. TUPINAMBA DE CASTRO S/N,"AV. TUPINAMBA DE CASTRO S/N, CAMPOS ELÍSEOS, DUQUE DE CAXIAS, Rio de Janeiro",150,ESCOLA ESTADUAL ADELINA CASTRO,DUQUE DE CAXIAS,1023,0.26,0.0,0.04,0.0,0.62,0.08,8,0,16,0,248,30,126
136,82,118,371,CENTRO,25010000,58335,AV. PRESIDENTE KENNEDY 514,"AV. PRESIDENTE KENNEDY 514, CENTRO, DUQUE DE CAXIAS, Rio de Janeiro",153,COLEGIO FUTURO VIP (ANTIGO CURSO GPI),DUQUE DE CAXIAS,1058,0.32,0.0,0.01,0.0,0.59,0.08,23,0,5,0,218,30,103
134,101,102,394,VILA SÃO LUIS,25065090,58335,RUA EXPEDICIONARIO JOSE AMARO 104,"RUA EXPEDICIONARIO JOSE AMARO 104, VILA SÃO LUIS, DUQUE DE CAXIAS, Rio de Janeiro",159,INSTITUTO LOIDE MARTA,DUQUE DE CAXIAS,1112,0.26,0.0,0.02,0.0,0.6,0.12,79,0,8,0,235,49,200
58,205,77,391,VILA EMA,25268000,58335,"RUA M, SN","RUA M, SN, VILA EMA, DUQUE DE CAXIAS, Rio de Janeiro",128,ESCOLA ESTADUAL FRANCISCO PORTUGAL NEVES,DUQUE DE CAXIAS,1040,0.2,0.0,0.06,0.0,0.67,0.07,233,0,22,0,263,29,127
52,200,77,352,XERÉM,25070000,58335,PRACA PREF. ROBERTO SILVEIRA S/N,"PRACA PREF. ROBERTO SILVEIRA S/N, XERÉM, DUQUE DE CAXIAS, Rio de Janeiro",100,ESCOLA ESTADUAL CIRCULO OPERARIO,DUQUE DE CAXIAS,1236,0.22,0.0,0.02,0.0,0.72,0.05,91,0,6,0,252,17,128
57,127,81,289,JARDIM ANHANGÁ,25264000,58335,"RUA VIOLETA, S/N","RUA VIOLETA, S/N, JARDIM ANHANGÁ, DUQUE DE CAXIAS, Rio de Janeiro",105,ESCOLA MUNICIPAL GENERAL MOURÃO FILHO,DUQUE DE CAXIAS,1058,0.28,0.0,0.01,0.0,0.64,0.07,25,0,3,0,184,21,127
100,108,80,323,CENTENÁRIO,25025010,58335,"RUA DOUTOR MANOEL REIS, 501","RUA DOUTOR MANOEL REIS, 501, CENTENÁRIO, DUQUE DE CAXIAS, Rio de Janeiro",115,COLÉGIO PEDRO II,DUQUE DE CAXIAS,1040,0.25,0.0,0.02,0.0,0.64,0.09,11,0,6,0,208,29,77
120,115,57,326,COPACABANA,25060445,58335,AV PREFEITO BRAULINO DE MATOS REIS 1410,"AV PREFEITO BRAULINO DE MATOS REIS 1410, COPACABANA, DUQUE DE CAXIAS, Rio de Janeiro",91,ESCOLA MUNICIPAL WILSON DE OLIVEIRA SIMÕES (LICEU),DUQUE DE CAXIAS,1040,0.17,0.0,0.03,0.0,0.72,0.07,127,0,11,0,235,23,78
140,133,61,393,CAMPOS ELÍSEOS,25225592,58335,RUA MARANHAO 90,"RUA MARANHAO 90, CAMPOS ELÍSEOS, DUQUE DE CAXIAS, Rio de Janeiro",120,ESCOLA MUNICIPAL MARILANDIA,DUQUE DE CAXIAS,1228,0.16,0.0,0.04,0.0,0.69,0.11,132,0,14,0,273,45,126
103,152,87,394,PILAR,25233090,58335,"RUA LEONTINA MEZIOT, S/N","RUA LEONTINA MEZIOT, S/N, PILAR, DUQUE DE CAXIAS, Rio de Janeiro",139,CIEP 404 - CLARICE LISPECTOR,DUQUE DE CAXIAS,1082,0.22,0.0,0.02,0.0,0.65,0.11,650,0,9,0,255,43,79
107,124,126,394,DOUTOR LAUREANO,25060220,58335,RUA LAURINDO RABELO S/N,"RUA LAURINDO RABELO S/N, DOUTOR LAUREANO, DUQUE DE CAXIAS, Rio de Janeiro",163,ESCOLA MUNICIPAL SERGIPE,DUQUE DE CAXIAS,1066,0.32,0.0,0.03,0.0,0.59,0.06,24,0,12,0,231,25,78
105,80,97,337,CENTRO,25010009,58335,"AVENIDA PRESIDENTE KENNEDY,1861","AVENIDA PRESIDENTE KENNEDY,1861, CENTRO, DUQUE DE CAXIAS, Rio de Janeiro",152,CATEDRAL DE SANTO ANTONIO,DUQUE DE CAXIAS,1163,0.29,0.0,0.03,0.0,0.55,0.13,121,0,10,0,185,45,103
127,92,102,363,CENTRO,25010090,58335,AV. DR. MANOEL TELLES 98,"AV. DR. MANOEL TELLES 98, CENTRO, DUQUE DE CAXIAS, Rio de Janeiro",144,COLEGIO CARLOS GOMES,DUQUE DE CAXIAS,1147,0.28,0.0,0.04,0.0,0.6,0.07,45,0,15,0,219,27,103
123,119,76,395,JARDIM PRIMAVERA,25212360,58335,RUA SANTA RITA S/N,"RUA SANTA RITA S/N, JARDIM PRIMAVERA, DUQUE DE CAXIAS, Rio de Janeiro",153,ESCOLA ESTADUAL ALEXANDER GRAHAM BELL,DUQUE DE CAXIAS,1112,0.19,0.0,0.05,0.0,0.61,0.15,79,0,18,0,242,59,126
65,157,107,360,JARDIM ANHANGÁ,25264000,58335,"RUA VIOLETA, S/N","RUA VIOLETA, S/N, JARDIM ANHANGÁ, DUQUE DE CAXIAS, Rio de Janeiro",138,ESCOLA MUNICIPAL GENERAL MOURÃO FILHO,DUQUE DE CAXIAS,1058,0.3,0.0,0.03,0.0,0.62,0.06,26,0,11,0,222,20,127
134,108,92,392,JARDIM OLAVO BILAC,25036460,58335,"PRAÇA OTÁVIO CARNEIRO, LOTE 14, QUADRA 12","PRAÇA OTÁVIO CARNEIRO, LOTE 14, QUADRA 12, JARDIM OLAVO BILAC, DUQUE DE CAXIAS, Rio de Janeiro",150,ASSOCIAÇÃO EDUCACIONAL COLÉGIO OLAVO BILAC,DUQUE DE CAXIAS,1155,0.23,0.0,0.04,0.0,0.62,0.11,82,0,14,0,242,44,194
104,114,73,330,VILA SÃO LUIS,25065050,58335,"PRAÇA DA BANDEIRA, S/N","PRAÇA DA BANDEIRA, S/N, VILA SÃO LUIS, DUQUE DE CAXIAS, Rio de Janeiro",112,ESCOLA MUNICIPAL EXPEDICIONÁRIO AQUINO DE ARAÚJO,DUQUE DE CAXIAS,1198,0.22,0.0,0.02,0.0,0.66,0.1,139,0,6,0,218,33,78
113,123,95,380,VILA SÃO LUIS,25065090,58335,RUA EXPEDICIONARIO JOSE AMARO 305,"RUA EXPEDICIONARIO JOSE AMARO 305, VILA SÃO LUIS, DUQUE DE CAXIAS, Rio de Janeiro",144,EDUCANDÁRIO SANTA CECÍLIA,DUQUE DE CAXIAS,1210,0.25,0.0,0.02,0.0,0.62,0.11,96,0,9,0,236,40,78
73,119,69,318,NOVA CAMPINAS,25260000,58335,"AVENIDA A, S/N","AVENIDA A, S/N, NOVA CAMPINAS, DUQUE DE CAXIAS, Rio de Janeiro",126,ESCOLA ESTADUAL NOVA CAMPINAS,DUQUE DE CAXIAS,1376,0.22,0.0,0.07,0.0,0.6,0.11,215,0,22,0,192,35,127
130,53,78,281,BAR DOS CAVALEIROS,25025000,58335,"AVENIDA NILO PEÇANHA, 2.279","AVENIDA NILO PEÇANHA, 2.279, BAR DOS CAVALEIROS, DUQUE DE CAXIAS, Rio de Janeiro",98,ESCOLA MUNICIPAL VISCONDE DE ITABORAÍ,DUQUE DE CAXIAS,1546,0.28,0.0,0.02,0.0,0.65,0.05,166,0,7,0,183,13,103
93,41,32,188,ENGENHO DO PORTO,25015280,58335,"RUA RISOLETA CAETANO, 45","RUA RISOLETA CAETANO, 45, ENGENHO DO PORTO, DUQUE DE CAXIAS, Rio de Janeiro",54,EDUCANDARIO SANTA CLARA,DUQUE DE CAXIAS,1520,0.17,0.0,0.02,0.0,0.71,0.1,276,0,4,0,134,18,103
92,133,105,376,IMBARIÊ,25267000,58335,"RUA GOINDIRA, S/N","RUA GOINDIRA, S/N, IMBARIÊ, DUQUE DE CAXIAS, Rio de Janeiro",151,COLÉGIO ESTADUAL DOUTOR ALFREDO BACKER,DUQUE DE CAXIAS,1023,0.28,0.0,0.02,0.0,0.6,0.1,4,0,8,0,225,38,127
88,129,125,370,IMBARIÊ,25275300,58335,"RUA 14 DE JULHO, LT 13 QD 67","RUA 14 DE JULHO, LT 13 QD 67, IMBARIÊ, DUQUE DE CAXIAS, Rio de Janeiro",153,ESCOLA MUNICIPAL PAULO RODRIGUES PEREIRA,DUQUE DE CAXIAS,1180,0.34,0.0,0.02,0.0,0.59,0.05,101,0,9,0,217,19,127
136,92,122,395,SÃO BENTO,25045010,58335,AV. PRESIDENTE KENNEDY 9422,"AV. PRESIDENTE KENNEDY 9422, SÃO BENTO, DUQUE DE CAXIAS, Rio de Janeiro",167,FEUDUC,DUQUE DE CAXIAS,1252,0.31,0.0,0.03,0.0,0.58,0.09,153,0,10,0,228,35,79
