DICA,WASHINGTON REIS,abstencoes,aptos,bairro,cep,codigo_municipio,endereco,location,nao_considerados,nome_local,nome_munic,num_local,percentual_abstencoes,percentual_anulados,percentual_brancos,percentual_legenda,percentual_nominais,percentual_nulos,secao,votos_anulados,votos_brancos,votos_legenda,votos_nominais,votos_nulos,zona
94,54,90,255,PARQUE LAFAIETE,25010540,58335,RUA MARIA LUIZA REIS S/N,"RUA MARIA LUIZA REIS S/N, PARQUE LAFAIETE, DUQUE DE CAXIAS, Rio de Janeiro",107,ESCOLA ESTADUAL DUQUE DE CAXIAS,DUQUE DE CAXIAS,1422,0.35,0.0,0.01,0.0,0.58,0.05,228,0,3,0,148,14,103
67,76,74,249,GRAMACHO,25035185,58335,RUA JOAQUIM JOSE SOARES 525,"RUA JOAQUIM JOSE SOARES 525, GRAMACHO, DUQUE DE CAXIAS, Rio de Janeiro",106,JD. ESCOLA ARCO IRIS,DUQUE DE CAXIAS,1236,0.3,0.0,0.03,0.0,0.57,0.1,78,0,7,0,143,25,194
123,87,86,332,VILA SÃO LUIS,25065050,58335,"PRAÇA DA BANDEIRA, S/N","PRAÇA DA BANDEIRA, S/N, VILA SÃO LUIS, DUQUE DE CAXIAS, Rio de Janeiro",122,ESCOLA MUNICIPAL EXPEDICIONÁRIO AQUINO DE ARAÚJO,DUQUE DE CAXIAS,1198,0.26,0.0,0.02,0.0,0.63,0.09,95,0,7,0,210,29,78
78,84,71,274,SANTA LÚCIA,25271080,58335,"RUA URUBÁ, 30","RUA URUBÁ, 30, SANTA LÚCIA, DUQUE DE CAXIAS, Rio de Janeiro",112,ESCOLA ESTADUAL OPERÁRIO JOÃO VICENTE,DUQUE DE CAXIAS,1368,0.26,0.0,0.05,0.0,0.59,0.1,35,0,14,0,162,27,127
86,152,84,383,IMBARIÊ,25266250,58335,"AV. CORONEL SISSON, S/N","AV. CORONEL SISSON, S/N, IMBARIÊ, DUQUE DE CAXIAS, Rio de Janeiro",145,ESCOLA MUNICIPAL PROFESSORA CARMEM CORREA DE CARVALHO REIS BRÁZ,DUQUE DE CAXIAS,1198,0.22,0.0,0.04,0.0,0.62,0.12,108,0,15,0,238,46,127
131,119,76,385,PARQUE PAULICÉIA,25070102,58335,AV. DUQUE DE CAXIAS S/N,"AV. DUQUE DE CAXIAS S/N, PARQUE PAULICÉIA, DUQUE DE CAXIAS, Rio de Janeiro",135,IGREJA PRESBITERIANA,DUQUE DE CAXIAS,1198,0.2,0.0,0.04,0.0,0.65,0.12,101,0,14,0,250,45,200
127,104,131,392,COPACABANA,25060200,58335,RUA PRESIDENTE JUSCELINO KUBISTCHEK DE OLIVEIRA 3374,"RUA PRESIDENTE JUSCELINO KUBISTCHEK DE OLIVEIRA 3374, COPACABANA, DUQUE DE CAXIAS, Rio de Janeiro",161,ESCOLA MUNICIPAL GENERAL SAMPAIO,DUQUE DE CAXIAS,1015,0.33,0.0,0.02,0.0,0.59,0.06,3,0,6,0,231,24,78
104,150,83,385,SARACURUNA,25220660,58335,RUA DO PORTO S/N,"RUA DO PORTO S/N, SARACURUNA, DUQUE DE CAXIAS, Rio de Janeiro",131,CIEP 228 DARCY VARGAS,DUQUE DE CAXIAS,1554,0.22,0.0,0.03,0.0,0.66,0.1,266,0,10,0,254,38,126
107,119,74,341,JARDIM LEAL,25035570,58335,RUA SOLANGE 7,"RUA SOLANGE 7, JARDIM LEAL, DUQUE DE CAXIAS, Rio de Janeiro",115,CIEP JARDIM LEAL,DUQUE DE CAXIAS,1031,0.22,0.0,0.02,0.0,0.66,0.1,89,0,8,0,226,33,194
109,115,85,352,DOUTOR LAUREANO,25065170,58335,RUA LEANDRO DA MOTA 159,"RUA LEANDRO DA MOTA 159, DOUTOR LAUREANO, DUQUE DE CAXIAS, Rio de Janeiro",128,CRECHE MUN. GRACIESSE LUÍSA SILVA LOURENÇO(CRUZEIRO DO SUL),DUQUE DE CAXIAS,1090,0.24,0.0,0.03,0.0,0.64,0.1,36,0,9,0,224,34,78
111,137,84,393,CENTENÁRIO,25030150,58335,RUA CEL. ALBERTO DE MELO S/N,"RUA CEL. ALBERTO DE MELO S/N, CENTENÁRIO, DUQUE DE CAXIAS, Rio de Janeiro",145,ESCOLA MUNICIPAL HELENA AGUIAR DE MEDEIROS,DUQUE DE CAXIAS,1082,0.21,0.0,0.04,0.0,0.63,0.11,176,0,16,0,248,45,77
137,120,63,387,SARACURUNA,25212390,58335,AV. PRESIDENTE ROOSEVELT S/N,"AV. PRESIDENTE ROOSEVELT S/N, SARACURUNA, DUQUE DE CAXIAS, Rio de Janeiro",130,CIEP 318 - PAULO MENDES CAMPOS,DUQUE DE CAXIAS,1422,0.16,0.0,0.02,0.0,0.66,0.15,224,0,8,0,257,59,126
110,105,113,381,PARADA ANGÉLICA,25272540,58335,"RUA LÚCIA HELENA FACCINI, 08","RUA LÚCIA HELENA FACCINI, 08, PARADA ANGÉLICA, DUQUE DE CAXIAS, Rio de Janeiro",166,ESCOLA MUNICIPAL MARECHAL FLORIANO PEIXOTO,DUQUE DE CAXIAS,1090,0.3,0.0,0.04,0.0,0.56,0.1,49,0,15,0,215,38,127
94,81,73,292,CENTRO,25020100,58335,RUA BELISARIO PENA 273,"RUA BELISARIO PENA 273, CENTRO, DUQUE DE CAXIAS, Rio de Janeiro",117,ESCOLA MUNICIPAL ALVARO ALBERTO,DUQUE DE CAXIAS,1155,0.25,0.0,0.03,0.0,0.6,0.12,127,0,9,0,175,35,103
118,154,68,397,VILA CANAAN,25255160,58335,RUA BONSUCESSO S/N,"RUA BONSUCESSO S/N, VILA CANAAN, DUQUE DE CAXIAS, Rio de Janeiro",125,ESCOLA ESTADUAL ALEMY TAVARES DA SILVA,DUQUE DE CAXIAS,1139,0.17,0.0,0.03,0.0,0.69,0.11,62,0,13,0,272,44,128
57,130,73,274,PARQUE DAS MISSÕES,25085009,58335,ROD. WASHINGTON LUIZ KM 0,"ROD. WASHINGTON LUIZ KM 0, PARQUE DAS MISSÕES, DUQUE DE CAXIAS, Rio de Janeiro",87,CIEP 350 TÚLIO ROBERTO CARDOSO QUINTINIANO,DUQUE DE CAXIAS,1163,0.27,0.0,0.01,0.0,0.68,0.04,106,0,3,0,187,11,200
81,158,90,396,PARQUE EQUITATIVA,25260000,58335,"RUA MARQUES DE LAFAIETE, 70","RUA MARQUES DE LAFAIETE, 70, PARQUE EQUITATIVA, DUQUE DE CAXIAS, Rio de Janeiro",157,ESCOLA MUNICIPAL SANTA LUZIA,DUQUE DE CAXIAS,1414,0.23,0.0,0.03,0.0,0.6,0.14,234,0,12,0,239,55,127
137,155,67,394,DOUTOR LAUREANO,25060220,58335,RUA LAURINDO RABELO S/N,"RUA LAURINDO RABELO S/N, DOUTOR LAUREANO, DUQUE DE CAXIAS, Rio de Janeiro",102,ESCOLA MUNICIPAL SERGIPE,DUQUE DE CAXIAS,1066,0.17,0.0,0.02,0.0,0.74,0.07,158,0,9,0,292,26,78
152,117,75,386,PANTANAL,25040160,58335,AV. GOMES FREIRE S/N,"AV. GOMES FREIRE S/N, PANTANAL, DUQUE DE CAXIAS, Rio de Janeiro",117,CIEP CLEMENTINA DE JESUS,DUQUE DE CAXIAS,1805,0.19,0.0,0.02,0.0,0.7,0.09,572,0,8,0,269,34,79
123,99,115,378,JARDIM PRIMAVERA,25215340,58335,"AV. PRIMAVERA, QD 20/22","AV. PRIMAVERA, QD 20/22, JARDIM PRIMAVERA, DUQUE DE CAXIAS, Rio de Janeiro",156,ESCOLA MUNICIPAL REGINA CELI DA SILVA CERDEIRA,DUQUE DE CAXIAS,1074,0.3,0.0,0.03,0.0,0.59,0.08,44,0,10,0,222,31,126
79,99,82,307,VILA SÃO LUIS,25065090,58335,RUA EXPEDICIONARIO JOSE AMARO 305,"RUA EXPEDICIONARIO JOSE AMARO 305, VILA SÃO LUIS, DUQUE DE CAXIAS, Rio de Janeiro",129,EDUCANDÁRIO SANTA CECÍLIA,DUQUE DE CAXIAS,1210,0.27,0.0,0.03,0.0,0.58,0.12,175,0,10,0,178,37,78
153,54,59,298,CENTRO,25015020,58335,RUA MILTON MENDONCA S/N,"RUA MILTON MENDONCA S/N, CENTRO, DUQUE DE CAXIAS, Rio de Janeiro",91,ESCOLA ESTADUAL PROFESSORA NORMA TOOP URUGUAI,DUQUE DE CAXIAS,1430,0.2,0.0,0.02,0.0,0.69,0.08,252,0,7,0,207,25,103
161,109,87,397,PARQUE SANTA MARTA,25085210,58335,"RUA SOUZA RENHA, 09","RUA SOUZA RENHA, 09, PARQUE SANTA MARTA, DUQUE DE CAXIAS, Rio de Janeiro",127,ASCE CEI CENTRO EDUCACIONAL INTEGRADO,DUQUE DE CAXIAS,1023,0.22,0.0,0.03,0.0,0.68,0.08,11,0,10,0,270,30,66
150,106,71,384,PARQUE PAULICÉIA,25071000,58335,RUA PARANA 739,"RUA PARANA 739, PARQUE PAULICÉIA, DUQUE DE CAXIAS, Rio de Janeiro",128,ESCOLA MUNICIPAL MOTA SOBRINHO,DUQUE DE CAXIAS,1023,0.18,0.0,0.02,0.0,0.67,0.13,17,0,8,0,256,49,200
166,93,107,397,PANTANAL,25040060,58335,AV. LAURO SODRE S/N,"AV. LAURO SODRE S/N, PANTANAL, DUQUE DE CAXIAS, Rio de Janeiro",138,CIEP GRACILIANO RAMOS,DUQUE DE CAXIAS,1376,0.27,0.0,0.02,0.0,0.65,0.06,172,0,8,0,259,23,79
141,93,64,331,PANTANAL,25040160,58335,AV GOMES FREIRE S/N,"AV GOMES FREIRE S/N, PANTANAL, DUQUE DE CAXIAS, Rio de Janeiro",97,ESCOLA MUNICIPAL MARIA CLARA MACHADO (ANT. MARIA TENÓRIO),DUQUE DE CAXIAS,2232,0.19,0.0,0.04,0.0,0.71,0.06,614,0,14,0,234,19,79
140,92,85,362,JARDIM 25 DE AGOSTO,25071181,58335,"AV. BRIGADEIRO LIMA E SILVA, 2059 - AG.129","AV. BRIGADEIRO LIMA E SILVA, 2059 - AG.129, JARDIM 25 DE AGOSTO, DUQUE DE CAXIAS, Rio de Janeiro",130,BRADESCO - AGÊNCIA 0129,DUQUE DE CAXIAS,1317,0.23,0.0,0.02,0.0,0.64,0.11,8,0,6,0,232,39,66
123,125,97,384,GRAMACHO,25035150,58335,"RUA VEREADOR TOME SIQUEIRA BARRETO, 295","RUA VEREADOR TOME SIQUEIRA BARRETO, 295, GRAMACHO, DUQUE DE CAXIAS, Rio de Janeiro",136,ESCOLA ESTADUAL AURA BARRETO,DUQUE DE CAXIAS,1058,0.25,0.0,0.01,0.0,0.65,0.09,22,0,5,0,248,34,194
45,215,94,379,XERÉM,25245410,58335,RUA ENEAS FRUTUOSO S/N,"RUA ENEAS FRUTUOSO S/N, XERÉM, DUQUE DE CAXIAS, Rio de Janeiro",119,CIEP 338 - CELIA RABELO,DUQUE DE CAXIAS,1244,0.25,0.0,0.01,0.0,0.69,0.05,150,0,5,0,260,20,128
137,126,78,392,SÃO BENTO,25045000,58335,AV. PRESIDENTE KENNEDY S/N,"AV. PRESIDENTE KENNEDY S/N, SÃO BENTO, DUQUE DE CAXIAS, Rio de Janeiro",129,CIEP 118 VEREADOR VILSON CAMPOS MACEDO,DUQUE DE CAXIAS,1783,0.2,0.0,0.03,0.0,0.67,0.1,403,0,10,0,263,41,79
97,51,96,264,PARQUE LAFAIETE,25010540,58335,RUA MARIA LUIZA REIS S/N,"RUA MARIA LUIZA REIS S/N, PARQUE LAFAIETE, DUQUE DE CAXIAS, Rio de Janeiro",116,ESCOLA ESTADUAL DUQUE DE CAXIAS,DUQUE DE CAXIAS,1422,0.36,0.0,0.02,0.0,0.56,0.06,230,0,5,0,148,15,103
51,226,72,380,XERÉM,25250080,58335,"RUA RIO GRANDE DO SUL, N 17","RUA RIO GRANDE DO SUL, N 17, XERÉM, DUQUE DE CAXIAS, Rio de Janeiro",103,ESCOLA MINICIPAL DOUTOR ELY COMBAT,DUQUE DE CAXIAS,1104,0.19,0.0,0.01,0.0,0.73,0.07,148,0,5,0,277,26,128
118,156,78,398,SARACURUNA,25212665,58335,"RUA BARÃO DO RIO BRANCO, LT. 09, QD. 01, PARQUE URUGUAIANA","RUA BARÃO DO RIO BRANCO, LT. 09, QD. 01, PARQUE URUGUAIANA, SARACURUNA, DUQUE DE CAXIAS, Rio de Janeiro",124,ESCOLA MUNICIPAL PROFESSORA MARIA DAS GRAÇAS CARDOSO BIGHI,DUQUE DE CAXIAS,1783,0.2,0.0,0.02,0.0,0.69,0.1,356,0,8,0,274,38,126
76,67,103,273,JARDIM 25 DE AGOSTO,25071181,58335,"AV. BRIGADEIRO LIMA E SILVA, 2059 - AG.129","AV. BRIGADEIRO LIMA E SILVA, 2059 - AG.129, JARDIM 25 DE AGOSTO, DUQUE DE CAXIAS, Rio de Janeiro",130,BRADESCO - AGÊNCIA 0129,DUQUE DE CAXIAS,1317,0.38,0.0,0.02,0.0,0.52,0.08,6,0,6,0,143,21,66
101,85,123,348,JARDIM OLAVO BILAC,25035800,58335,RUA PEDRO LESSA LT 16/17 QD 12,"RUA PEDRO LESSA LT 16/17 QD 12, JARDIM OLAVO BILAC, DUQUE DE CAXIAS, Rio de Janeiro",162,QUADRA ASSOCIAÇÃO EDUCACIONAL COLEGIO OLAVO BILAC,DUQUE DE CAXIAS,1104,0.35,0.0,0.03,0.0,0.53,0.08,54,0,10,0,186,29,194
162,63,61,323,BAR DOS CAVALEIROS,25015420,58335,RUA CAMPOS 55,"RUA CAMPOS 55, BAR DOS CAVALEIROS, DUQUE DE CAXIAS, Rio de Janeiro",98,ESCOLA MUNICIPAL PROF. HILDA DO CARMO SIQUEIRA,DUQUE DE CAXIAS,1384,0.19,0.0,0.01,0.0,0.7,0.11,207,0,3,0,225,34,103
50,227,77,378,XERÉM,25245410,58335,RUA ENEAS FRUTUOSO S/N,"RUA ENEAS FRUTUOSO S/N, XERÉM, DUQUE DE CAXIAS, Rio de Janeiro",101,CIEP 338 - CELIA RABELO,DUQUE DE CAXIAS,1244,0.2,0.0,0.01,0.0,0.73,0.05,104,0,4,0,277,20,128
40,227,74,378,JARDIM BARRO BRANCO,25267120,58335,"AV. PEDRO ÁLVARES CABRAL, LT 27 QD 10","AV. PEDRO ÁLVARES CABRAL, LT 27 QD 10, JARDIM BARRO BRANCO, DUQUE DE CAXIAS, Rio de Janeiro",111,ESCOLA MUNICIPAL BARRO BRANCO,DUQUE DE CAXIAS,1260,0.2,0.0,0.02,0.0,0.71,0.07,141,0,9,0,267,28,127
82,108,88,325,NOVA CAMPINAS,25211220,58335,"AV. A, S/N","AV. A, S/N, NOVA CAMPINAS, DUQUE DE CAXIAS, Rio de Janeiro",135,CIEP 227 - PROCÓPIO FERREIRA,DUQUE DE CAXIAS,1120,0.27,0.0,0.05,0.0,0.58,0.09,117,0,17,0,190,30,127
107,78,101,327,CENTRO,25010230,58335,"RUA JORGE VIEIRA DE MEDEIROS,101 - ANTIGA RUA 25 DE AGOSTO","RUA JORGE VIEIRA DE MEDEIROS,101 - ANTIGA RUA 25 DE AGOSTO, CENTRO, DUQUE DE CAXIAS, Rio de Janeiro",142,COLEGIO SÃO FRANCISCO,DUQUE DE CAXIAS,1112,0.31,0.0,0.03,0.0,0.57,0.1,34,0,9,0,185,32,103
106,180,60,397,VILA CANAAN,25255160,58335,RUA BONSUCESSO S/N,"RUA BONSUCESSO S/N, VILA CANAAN, DUQUE DE CAXIAS, Rio de Janeiro",111,ESCOLA ESTADUAL ALEMY TAVARES DA SILVA,DUQUE DE CAXIAS,1139,0.15,0.0,0.02,0.0,0.72,0.11,63,0,8,0,286,43,128
40,238,80,396,PARQUE ELDORADO,25240000,58335,RUA DR JOSIAS DE FREITAS S/N,"RUA DR JOSIAS DE FREITAS S/N, PARQUE ELDORADO, DUQUE DE CAXIAS, Rio de Janeiro",118,ESCOLA ESTADUAL MUNICIPALIZADA TANCREDO NEVES,DUQUE DE CAXIAS,1287,0.2,0.0,0.04,0.0,0.7,0.05,159,0,17,0,278,21,128
183,55,61,324,PRAINHA,25015655,58335,"RUA ROCHA PITA, S/N","RUA ROCHA PITA, S/N, PRAINHA, DUQUE DE CAXIAS, Rio de Janeiro",86,ESCOLA MUNICIPAL PRAINHA (PROFº. JAIR ALVES DE FREITAS),DUQUE DE CAXIAS,1511,0.19,0.0,0.02,0.0,0.73,0.05,179,0,8,0,238,17,103
79,146,95,366,SANTA LÚCIA,25271080,58335,"RUA URUBÁ, 30","RUA URUBÁ, 30, SANTA LÚCIA, DUQUE DE CAXIAS, Rio de Janeiro",141,ESCOLA ESTADUAL OPERÁRIO JOÃO VICENTE,DUQUE DE CAXIAS,1368,0.26,0.0,0.03,0.0,0.61,0.1,30,0,10,0,225,36,127
100,152,95,397,IMBARIÊ,25000000,58335,"RUA GOINDIRA, 379","RUA GOINDIRA, 379, IMBARIÊ, DUQUE DE CAXIAS, Rio de Janeiro",145,COLÉGIO ESTADUAL FERNANDO FIGUEIREDO,DUQUE DE CAXIAS,1031,0.24,0.0,0.05,0.0,0.63,0.08,250,0,18,0,252,32,127
128,58,52,270,ENGENHO DO PORTO,25015280,58335,"RUA RISOLETA CAETANO, 45","RUA RISOLETA CAETANO, 45, ENGENHO DO PORTO, DUQUE DE CAXIAS, Rio de Janeiro",84,EDUCANDARIO SANTA CLARA,DUQUE DE CAXIAS,1520,0.19,0.0,0.03,0.0,0.69,0.09,236,0,8,0,186,24,103
100,117,107,382,PARADA ANGÉLICA,25272540,58335,"RUA LÚCIA HELENA FACCINI, 08","RUA LÚCIA HELENA FACCINI, 08, PARADA ANGÉLICA, DUQUE DE CAXIAS, Rio de Janeiro",165,ESCOLA MUNICIPAL MARECHAL FLORIANO PEIXOTO,DUQUE DE CAXIAS,1090,0.28,0.0,0.04,0.0,0.57,0.11,51,0,15,0,217,43,127
114,159,73,396,JARDIM GRAMACHO,25055340,58335,"RUA CARAMURU, 84","RUA CARAMURU, 84, JARDIM GRAMACHO, DUQUE DE CAXIAS, Rio de Janeiro",123,ESCOLA MUNICIPAL MAURO DE CASTRO,DUQUE DE CAXIAS,1350,0.18,0.0,0.02,0.0,0.69,0.1,185,0,9,0,273,41,78
23,208,59,319,JARDIM BARRO BRANCO,25267120,58335,"AV. PEDRO ÁLVARES CABRAL, LT 27 QD 10","AV. PEDRO ÁLVARES CABRAL, LT 27 QD 10, JARDIM BARRO BRANCO, DUQUE DE CAXIAS, Rio de Janeiro",88,ESCOLA MUNICIPAL BARRO BRANCO,DUQUE DE CAXIAS,1260,0.18,0.0,0.03,0.0,0.72,0.06,181,0,10,0,231,19,127
90,140,107,371,CENTENÁRIO,25020210,58335,RUA MANOEL VIEIRA S/N,"RUA MANOEL VIEIRA S/N, CENTENÁRIO, DUQUE DE CAXIAS, Rio de Janeiro",141,ESCOLA MUNICIPAL CARLOTA MACHADO,DUQUE DE CAXIAS,1384,0.29,0.0,0.02,0.0,0.62,0.08,16,0,6,0,230,28,77
147,88,75,346,VILA OPERARIA,25080510,58335,PRACA JOSE DE JESUS S/N,"PRACA JOSE DE JESUS S/N, VILA OPERARIA, DUQUE DE CAXIAS, Rio de Janeiro",111,POSTO DE SAUDE DOUTOR JOSE DE FREITAS,DUQUE DE CAXIAS,1295,0.22,0.0,0.03,0.0,0.68,0.07,195,0,12,0,235,24,66
110,137,70,389,SARACURUNA,25220010,58335,RUA CORONEL CARLOS MATOS QD 3 LT. 22,"RUA CORONEL CARLOS MATOS QD 3 LT. 22, SARACURUNA, DUQUE DE CAXIAS, Rio de Janeiro",142,ESCOLA ESTADUAL VERA LÚCIA TAVARES ROMÃO,DUQUE DE CAXIAS,1465,0.18,0.0,0.03,0.0,0.63,0.15,228,0,12,0,247,60,126
80,130,78,337,NOVA CAMPINAS,25260000,58335,"AVENIDA A, S/N","AVENIDA A, S/N, NOVA CAMPINAS, DUQUE DE CAXIAS, Rio de Janeiro",127,ESCOLA ESTADUAL NOVA CAMPINAS,DUQUE DE CAXIAS,1376,0.23,0.0,0.05,0.0,0.62,0.09,79,0,17,0,210,32,127
115,114,87,380,SANTA LÚCIA,25266000,58335,"RUA TORMIN, 179 - CONJ. RES. 22 DE ABRIL - TASA","RUA TORMIN, 179 - CONJ. RES. 22 DE ABRIL - TASA, SANTA LÚCIA, DUQUE DE CAXIAS, Rio de Janeiro",151,ESCOLA MUNICIPAL ROBERTO WEGUELIN DE ABREU,DUQUE DE CAXIAS,1350,0.23,0.0,0.03,0.0,0.6,0.14,201,0,11,0,229,53,127
57,162,108,370,SANTA CRUZ DA SERRA,25251740,58335,RODOVIA WASHINGTON LUIZ S/N,"RODOVIA WASHINGTON LUIZ S/N, SANTA CRUZ DA SERRA, DUQUE DE CAXIAS, Rio de Janeiro",151,CIEP MONTEIRO LOBATO,DUQUE DE CAXIAS,1147,0.29,0.0,0.01,0.0,0.59,0.1,65,0,5,0,219,38,128
97,87,106,309,SANTA TERESA,25086030,58335,"ESTRADA SÃO VICENTE, 98","ESTRADA SÃO VICENTE, 98, SANTA TERESA, DUQUE DE CAXIAS, Rio de Janeiro",125,CIEP 098 PROFESSORA HILDA DO CARMO SIQUEIRA,DUQUE DE CAXIAS,1015,0.34,0.0,0.02,0.0,0.6,0.04,4,0,6,0,184,13,200
155,112,69,385,PANTANAL,25040160,58335,AV. GOMES FREIRE S/N,"AV. GOMES FREIRE S/N, PANTANAL, DUQUE DE CAXIAS, Rio de Janeiro",118,CIEP CLEMENTINA DE JESUS,DUQUE DE CAXIAS,1805,0.18,0.0,0.04,0.0,0.69,0.09,360,0,15,0,267,34,79
48,112,57,252,IMBARIÊ,25270000,58335,"RUA GOINDIRA, 343","RUA GOINDIRA, 343, IMBARIÊ, DUQUE DE CAXIAS, Rio de Janeiro",92,ESCOLA MUNICIPAL CARLOS DRUMMOND DE ANDRADE,DUQUE DE CAXIAS,1317,0.23,0.0,0.04,0.0,0.63,0.1,214,0,9,0,160,26,127
110,100,68,329,VILA SÃO LUIS,25065050,58335,"PRAÇA DA BANDEIRA, S/N","PRAÇA DA BANDEIRA, S/N, VILA SÃO LUIS, DUQUE DE CAXIAS, Rio de Janeiro",119,ESCOLA MUNICIPAL EXPEDICIONÁRIO AQUINO DE ARAÚJO,DUQUE DE CAXIAS,1198,0.21,0.0,0.02,0.0,0.64,0.13,187,0,8,0,210,43,78
118,134,94,395,DOUTOR LAUREANO,25050580,58335,AV. CHOPIN 25,"AV. CHOPIN 25, DOUTOR LAUREANO, DUQUE DE CAXIAS, Rio de Janeiro",143,ESCOLA ESTADUAL HERBERT MOSES,DUQUE DE CAXIAS,1082,0.24,0.0,0.03,0.0,0.64,0.09,35,0,12,0,252,37,78
56,105,89,294,PARQUE EQUITATIVA,25260390,58335,"AV. DUQUE DE CAXIAS, 153","AV. DUQUE DE CAXIAS, 153, PARQUE EQUITATIVA, DUQUE DE CAXIAS, Rio de Janeiro",133,ESCOLA MUNICIPAL MINERVINA BARBOSA DE CASTRO,DUQUE DE CAXIAS,1104,0.3,0.0,0.05,0.0,0.55,0.1,54,0,14,0,161,30,127
106,112,90,365,PARQUE MUISA,25044050,58335,RUA D  1,"RUA D  1, PARQUE MUISA, DUQUE DE CAXIAS, Rio de Janeiro",147,ESCOLA ESTADUAL SANTO INACIO,DUQUE DE CAXIAS,1732,0.25,0.0,0.05,0.0,0.6,0.1,521,0,20,0,218,37,79
22,119,30,181,BARREIRO,25230140,58335,"RUA DA FELICIDADE, 35","RUA DA FELICIDADE, 35, BARREIRO, DUQUE DE CAXIAS, Rio de Janeiro",40,ESCOLA ESTADUAL MMUNICIPALIZADA PROFESSORA MARIANA NUNES PASSOS,DUQUE DE CAXIAS,1279,0.17,0.0,0.01,0.0,0.78,0.04,152,0,2,0,141,8,128
108,106,138,398,JARDIM 25 DE AGOSTO,25075100,58335,"RUA GENERAL MITRE, 587","RUA GENERAL MITRE, 587, JARDIM 25 DE AGOSTO, DUQUE DE CAXIAS, Rio de Janeiro",184,INSTITUTO DE EDUCACAO GOVERNADOR ROBERTO SILVEIRA,DUQUE DE CAXIAS,1074,0.35,0.0,0.03,0.0,0.54,0.09,37,0,12,0,214,34,66
80,175,86,397,CAMPOS ELÍSEOS,25225636,58335,ESTRADA DO ROSARIO 118,"ESTRADA DO ROSARIO 118, CAMPOS ELÍSEOS, DUQUE DE CAXIAS, Rio de Janeiro",142,ESCOLA MUNICIPAL MONTEIRO LOBATO,DUQUE DE CAXIAS,1015,0.22,0.0,0.05,0.0,0.64,0.1,357,0,18,0,255,38,126
141,74,73,334,PARQUE SANTA MARTA,25085210,58335,"RUA SOUZA RENHA, 09","RUA SOUZA RENHA, 09, PARQUE SANTA MARTA, DUQUE DE CAXIAS, Rio de Janeiro",119,ASCE CEI CENTRO EDUCACIONAL INTEGRADO,DUQUE DE CAXIAS,1023,0.22,0.0,0.02,0.0,0.64,0.12,169,0,7,0,215,39,66
46,135,83,303,PARQUE EQUITATIVA,25260390,58335,"AV. DUQUE DE CAXIAS, 153","AV. DUQUE DE CAXIAS, 153, PARQUE EQUITATIVA, DUQUE DE CAXIAS, Rio de Janeiro",122,ESCOLA MUNICIPAL MINERVINA BARBOSA DE CASTRO,DUQUE DE CAXIAS,1104,0.27,0.0,0.03,0.0,0.6,0.1,60,0,10,0,181,29,127
49,194,83,369,PARQUE ELDORADO,25250080,58335,RUA RIO GRANDE DO SUL S/N,"RUA RIO GRANDE DO SUL S/N, PARQUE ELDORADO, DUQUE DE CAXIAS, Rio de Janeiro",126,ESCOLA ESTADUAL MARECHAL RONDON,DUQUE DE CAXIAS,1023,0.22,0.0,0.03,0.0,0.66,0.09,7,0,10,0,243,33,128
85,53,88,242,ENGENHO DO PORTO,25015190,58335,RUA COMANDANTE ARI PARREIRAS S/N,"RUA COMANDANTE ARI PARREIRAS S/N, ENGENHO DO PORTO, DUQUE DE CAXIAS, Rio de Janeiro",104,CIEP ANTONIETA CAMPOS DA PAZ (CIEP 434-MARIA JOSE MACHADO),DUQUE DE CAXIAS,1368,0.36,0.0,0.01,0.0,0.57,0.06,189,0,2,0,138,14,103
55,181,79,339,SANTO ANTONIO,25253550,58335,RUA MANOEL GARCIA DA SILVA S/N,"RUA MANOEL GARCIA DA SILVA S/N, SANTO ANTONIO, DUQUE DE CAXIAS, Rio de Janeiro",103,ESCOLA ESTADUAL HERVALINA DINIZ PIRES,DUQUE DE CAXIAS,1120,0.23,0.0,0.02,0.0,0.7,0.05,52,0,6,0,236,18,128
70,123,84,317,PARQUE PAULISTA,25261320,58335,"AVENIDA 31 DE MARÇO, S/N","AVENIDA 31 DE MARÇO, S/N, PARQUE PAULISTA, DUQUE DE CAXIAS, Rio de Janeiro",124,ESCOLA ESTADUAL PADRE ANCHIETA,DUQUE DE CAXIAS,1112,0.26,0.0,0.03,0.0,0.61,0.1,65,0,8,0,193,32,127
78,113,62,287,CAMPOS ELÍSEOS,25225216,58335,AV. TUPINAMBA DE CASTRO S/N,"AV. TUPINAMBA DE CASTRO S/N, CAMPOS ELÍSEOS, DUQUE DE CAXIAS, Rio de Janeiro",96,ESCOLA ESTADUAL ADELINA CASTRO,DUQUE DE CAXIAS,1023,0.22,0.0,0.03,0.0,0.67,0.08,16,0,10,0,191,24,126
148,100,116,394,SÃO BENTO,25045000,58335,AV. PRESIDENTE KENNEDY S/N,"AV. PRESIDENTE KENNEDY S/N, SÃO BENTO, DUQUE DE CAXIAS, Rio de Janeiro",146,CIEP 118 VEREADOR VILSON CAMPOS MACEDO,DUQUE DE CAXIAS,1783,0.29,0.0,0.02,0.0,0.63,0.06,86,0,7,0,248,23,79
