DICA,WASHINGTON REIS,abstencoes,aptos,codigo_municipio,nao_considerados,percentual_abstencoes,percentual_anulados,percentual_brancos,percentual_legenda,percentual_nominais,percentual_nulos,secao,votos_anulados,votos_brancos,votos_legenda,votos_nominais,votos_nulos,zona
111,124,107,397,58335,162,0.27,0.0,0.03,0.0,0.59,0.11,88,0,13,0,235,42,126
99,93,68,310,58335,118,0.22,0.0,0.04,0.0,0.62,0.13,73,0,11,0,192,39,194
104,157,98,394,58335,133,0.25,0.0,0.03,0.0,0.66,0.06,11,0,11,0,261,24,127
166,106,113,442,58335,170,0.26,0.0,0.03,0.0,0.62,0.1,199,0,14,0,272,43,66
68,200,62,375,58335,107,0.17,0.0,0.03,0.0,0.71,0.09,145,0,11,0,268,34,128
160,85,89,371,58335,126,0.24,0.0,0.03,0.0,0.66,0.07,162,0,10,0,245,27,66
96,157,93,382,58335,129,0.24,0.0,0.01,0.0,0.66,0.08,35,0,4,0,253,32,79
73,176,109,397,58335,148,0.27,0.0,0.03,0.0,0.63,0.07,14,0,12,0,249,27,128
111,123,76,362,58335,128,0.21,0.0,0.05,0.0,0.65,0.1,239,0,17,0,234,35,127
105,142,111,393,58335,146,0.28,0.0,0.04,0.0,0.63,0.05,56,0,14,0,247,21,78
107,144,96,396,58335,145,0.24,0.0,0.03,0.0,0.63,0.09,22,0,13,0,251,36,126
134,127,69,393,58335,132,0.18,0.0,0.04,0.0,0.66,0.12,117,0,17,0,261,46,194
115,43,42,216,58335,58,0.19,0.0,0.02,0.0,0.73,0.05,272,0,5,0,158,11,103
137,100,80,363,58335,126,0.22,0.0,0.03,0.0,0.65,0.1,565,0,10,0,237,36,79
134,97,70,338,58335,107,0.21,0.0,0.02,0.0,0.68,0.09,381,0,8,0,231,29,79
113,69,87,301,58335,119,0.29,0.0,0.03,0.0,0.6,0.08,85,0,8,0,182,24,200
22,69,18,124,58335,33,0.15,0.0,0.04,0.0,0.73,0.08,256,0,5,0,91,10,127
64,200,65,399,58335,135,0.16,0.0,0.04,0.0,0.66,0.14,124,0,15,0,264,55,128
76,182,103,390,58335,132,0.26,0.0,0.03,0.0,0.66,0.04,115,0,12,0,258,17,200
109,100,82,333,58335,124,0.25,0.0,0.02,0.0,0.63,0.11,59,0,7,0,209,35,103
134,107,85,399,58335,158,0.21,0.0,0.03,0.0,0.6,0.15,55,0,12,0,241,61,126
90,182,89,392,58335,120,0.23,0.0,0.02,0.0,0.69,0.06,103,0,9,0,272,22,200
114,126,117,395,58335,155,0.3,0.0,0.02,0.0,0.61,0.07,2,0,9,0,240,29,78
140,121,74,400,58335,139,0.18,0.0,0.04,0.0,0.65,0.13,54,0,14,0,261,51,126
113,159,70,394,58335,122,0.18,0.0,0.03,0.0,0.69,0.1,145,0,11,0,272,41,78
95,61,83,257,58335,101,0.32,0.0,0.01,0.0,0.61,0.06,26,0,3,0,156,15,200
120,135,62,389,58335,134,0.16,0.0,0.04,0.0,0.66,0.15,219,0,15,0,255,57,126
50,187,99,379,58335,142,0.26,0.0,0.03,0.0,0.63,0.09,242,0,10,0,237,33,126
126,82,93,342,58335,134,0.27,0.0,0.02,0.0,0.61,0.1,232,0,8,0,208,33,103
132,105,79,382,58335,145,0.21,0.0,0.04,0.0,0.62,0.13,543,0,16,0,237,50,79
107,139,109,399,58335,153,0.27,0.0,0.03,0.0,0.62,0.09,21,0,10,0,246,34,77
84,167,94,397,58335,146,0.24,0.0,0.05,0.0,0.63,0.08,220,0,19,0,251,33,127
96,87,50,274,58335,91,0.18,0.0,0.04,0.0,0.67,0.11,133,0,11,0,183,30,77
125,54,47,244,58335,65,0.19,0.0,0.01,0.0,0.73,0.06,243,0,3,0,179,15,103
40,229,74,376,58335,107,0.2,0.0,0.02,0.0,0.72,0.06,328,0,9,0,269,24,126
102,164,73,396,58335,130,0.18,0.0,0.04,0.0,0.67,0.11,84,0,14,0,266,43,128
122,80,135,367,58335,165,0.37,0.0,0.03,0.0,0.55,0.05,20,0,10,0,202,20,103
132,133,66,396,58335,131,0.17,0.0,0.03,0.0,0.67,0.13,110,0,12,0,265,53,78
127,103,113,396,58335,166,0.29,0.0,0.03,0.0,0.58,0.11,141,0,10,0,230,43,66
99,133,84,386,58335,154,0.22,0.0,0.03,0.0,0.6,0.15,298,0,13,0,232,57,126
68,110,70,291,58335,113,0.24,0.0,0.03,0.0,0.61,0.11,113,0,10,0,178,33,127
74,94,94,299,58335,131,0.31,0.0,0.04,0.0,0.56,0.08,43,0,12,0,168,25,127
96,137,86,360,58335,127,0.24,0.0,0.02,0.0,0.65,0.09,583,0,9,0,233,32,79
99,77,122,331,58335,155,0.37,0.0,0.02,0.0,0.53,0.08,47,0,7,0,176,26,66
135,111,89,400,58335,154,0.22,0.0,0.04,0.0,0.62,0.12,83,0,17,0,246,48,126
62,200,75,378,58335,116,0.2,0.0,0.04,0.0,0.69,0.07,243,0,16,0,262,25,126
119,93,107,343,58335,131,0.31,0.0,0.02,0.0,0.62,0.05,25,0,7,0,212,17,200
130,152,121,460,58335,178,0.26,0.0,0.04,0.0,0.61,0.08,29,0,19,0,282,38,79
75,173,84,399,58335,151,0.21,0.0,0.07,0.0,0.62,0.1,160,0,26,0,248,41,127
124,106,113,371,58335,141,0.3,0.0,0.02,0.0,0.62,0.05,13,0,8,0,230,20,78
71,65,50,211,58335,75,0.24,0.0,0.03,0.0,0.64,0.09,146,0,7,0,136,18,103
104,128,80,370,58335,138,0.22,0.0,0.03,0.0,0.63,0.13,143,0,11,0,232,47,127
107,129,99,396,58335,160,0.25,0.0,0.04,0.0,0.6,0.11,233,0,17,0,236,44,126
47,223,91,375,58335,105,0.24,0.0,0.01,0.0,0.72,0.03,33,0,2,0,270,12,128
157,103,97,393,58335,133,0.25,0.0,0.01,0.0,0.66,0.08,132,0,5,0,260,31,103
113,119,78,364,58335,132,0.21,0.0,0.04,0.0,0.64,0.11,33,0,15,0,232,39,127
114,151,87,395,58335,130,0.22,0.0,0.05,0.0,0.67,0.06,127,0,18,0,265,25,77
52,193,105,380,58335,135,0.28,0.0,0.02,0.0,0.64,0.06,193,0,6,0,245,24,126
86,154,121,398,58335,158,0.3,0.0,0.02,0.0,0.6,0.08,66,0,7,0,240,30,78
85,64,100,272,58335,123,0.37,0.0,0.01,0.0,0.55,0.07,7,0,4,0,149,19,66
85,40,81,237,58335,112,0.34,0.0,0.03,0.0,0.53,0.1,222,0,8,0,125,23,103
145,71,97,346,58335,130,0.28,0.0,0.03,0.0,0.62,0.07,198,0,9,0,216,24,103
115,123,72,348,58335,110,0.21,0.0,0.02,0.0,0.68,0.09,74,0,8,0,238,30,200
69,82,87,266,58335,115,0.33,0.0,0.03,0.0,0.57,0.08,36,0,7,0,151,21,194
70,197,69,385,58335,118,0.18,0.0,0.03,0.0,0.69,0.09,329,0,13,0,267,36,126
76,84,93,286,58335,126,0.33,0.0,0.04,0.0,0.56,0.07,44,0,12,0,160,21,127
64,164,84,365,58335,137,0.23,0.0,0.03,0.0,0.62,0.12,71,0,11,0,228,42,128
142,113,108,398,58335,143,0.27,0.0,0.03,0.0,0.64,0.06,116,0,10,0,255,25,79
130,57,102,326,58335,139,0.31,0.0,0.03,0.0,0.57,0.08,148,0,10,0,187,27,79
138,101,69,381,58335,142,0.18,0.0,0.06,0.0,0.63,0.13,180,0,22,0,239,51,126
105,109,74,346,58335,132,0.21,0.0,0.04,0.0,0.62,0.12,110,0,15,0,214,43,200
74,60,53,225,58335,91,0.24,0.0,0.04,0.0,0.6,0.12,46,0,10,0,134,28,126
88,152,66,366,58335,126,0.18,0.0,0.05,0.0,0.66,0.12,144,0,17,0,240,43,127
97,95,63,293,58335,101,0.22,0.0,0.01,0.0,0.66,0.12,72,0,3,0,192,35,200
71,224,55,377,58335,82,0.15,0.0,0.01,0.0,0.78,0.06,37,0,5,0,295,22,128
102,62,75,268,58335,104,0.28,0.0,0.02,0.0,0.61,0.09,58,0,6,0,164,23,200
106,155,84,400,58335,139,0.21,0.0,0.04,0.0,0.65,0.1,649,0,16,0,261,39,79
111,100,76,332,58335,121,0.23,0.0,0.03,0.0,0.64,0.11,169,0,10,0,211,35,78
131,112,68,382,58335,139,0.18,0.0,0.04,0.0,0.64,0.15,126,0,15,0,243,56,200
46,60,48,185,58335,79,0.26,0.0,0.06,0.0,0.57,0.11,240,0,11,0,106,20,127
63,196,57,379,58335,120,0.15,0.0,0.03,0.0,0.68,0.14,95,0,11,0,259,52,127
196,71,78,391,58335,124,0.2,0.0,0.03,0.0,0.68,0.09,193,0,10,0,267,36,103
51,113,87,266,58335,102,0.33,0.0,0.02,0.0,0.62,0.04,191,0,4,0,164,11,126
72,75,44,219,58335,72,0.2,0.0,0.02,0.0,0.67,0.11,130,0,5,0,147,23,103
76,98,78,294,58335,120,0.27,0.0,0.03,0.0,0.59,0.11,61,0,9,0,174,33,103
112,117,80,355,58335,126,0.23,0.0,0.03,0.0,0.65,0.1,33,0,10,0,229,36,77
92,112,74,332,58335,128,0.22,0.0,0.02,0.0,0.61,0.15,121,0,5,0,204,49,78
100,104,80,326,58335,122,0.25,0.0,0.03,0.0,0.63,0.1,140,0,9,0,204,33,78
152,124,61,393,58335,117,0.16,0.0,0.04,0.0,0.7,0.11,83,0,14,0,276,42,194
142,109,161,462,58335,211,0.35,0.0,0.02,0.0,0.54,0.09,9,0,10,0,251,40,66
150,109,71,394,58335,135,0.18,0.0,0.06,0.0,0.66,0.1,112,0,23,0,259,41,194
99,153,91,393,58335,141,0.23,0.0,0.02,0.0,0.64,0.1,162,0,9,0,252,41,78
63,100,35,227,58335,64,0.15,0.0,0.02,0.0,0.72,0.11,257,0,5,0,163,24,127
81,126,70,337,58335,130,0.21,0.0,0.04,0.0,0.61,0.14,195,0,14,0,207,46,127
133,105,117,396,58335,158,0.3,0.0,0.02,0.0,0.6,0.08,31,0,8,0,238,33,66
132,105,121,396,58335,159,0.31,0.0,0.01,0.0,0.6,0.09,27,0,3,0,237,35,66
87,120,64,315,58335,108,0.2,0.0,0.03,0.0,0.66,0.11,122,0,8,0,207,36,77
126,116,78,382,58335,140,0.2,0.0,0.04,0.0,0.63,0.12,53,0,17,0,242,45,127
137,108,81,385,58335,140,0.21,0.0,0.05,0.0,0.64,0.1,154,0,21,0,245,38,127
94,102,90,324,58335,128,0.28,0.0,0.02,0.0,0.6,0.1,97,0,7,0,196,31,103
109,102,117,379,58335,168,0.31,0.0,0.02,0.0,0.56,0.11,100,0,9,0,211,42,78
44,201,51,324,58335,79,0.16,0.0,0.04,0.0,0.76,0.05,549,0,12,0,245,16,79
121,108,107,371,58335,142,0.29,0.0,0.02,0.0,0.62,0.08,16,0,7,0,229,28,78
118,130,111,398,58335,150,0.28,0.0,0.02,0.0,0.62,0.08,41,0,6,0,248,33,66
124,117,85,360,58335,119,0.24,0.0,0.02,0.0,0.67,0.08,561,0,7,0,241,27,79
189,84,75,393,58335,120,0.19,0.0,0.03,0.0,0.69,0.08,125,0,12,0,273,33,103
149,96,113,385,58335,140,0.29,0.0,0.03,0.0,0.64,0.04,162,0,10,0,245,17,79
79,157,127,391,58335,155,0.32,0.0,0.02,0.0,0.6,0.06,121,0,6,0,236,22,200
107,160,69,377,58335,110,0.18,0.0,0.02,0.0,0.71,0.09,131,0,8,0,267,33,78
137,123,83,397,58335,137,0.21,0.0,0.02,0.0,0.65,0.11,353,0,9,0,260,45,79
150,60,75,321,58335,111,0.23,0.0,0.02,0.0,0.65,0.09,205,0,7,0,210,29,103
82,54,92,246,58335,110,0.37,0.0,0.02,0.0,0.55,0.05,182,0,5,0,136,13,103
90,129,57,310,58335,91,0.18,0.0,0.03,0.0,0.71,0.08,564,0,9,0,219,25,79
65,206,57,371,58335,100,0.15,0.0,0.03,0.0,0.73,0.09,107,0,11,0,271,32,128
68,79,108,291,58335,144,0.37,0.0,0.02,0.0,0.51,0.1,49,0,6,0,147,30,103
159,78,120,391,58335,154,0.31,0.0,0.02,0.0,0.61,0.07,102,0,8,0,237,26,103
114,146,98,396,58335,136,0.25,0.0,0.02,0.0,0.66,0.08,31,0,8,0,260,30,78
77,127,90,314,58335,110,0.29,0.0,0.01,0.0,0.65,0.05,32,0,3,0,204,17,79
120,118,94,367,58335,129,0.26,0.0,0.02,0.0,0.65,0.07,174,0,9,0,238,26,77
84,86,93,298,58335,128,0.31,0.0,0.04,0.0,0.57,0.08,45,0,12,0,170,23,127
55,190,121,399,58335,154,0.3,0.0,0.03,0.0,0.61,0.06,202,0,10,0,245,23,126
136,109,108,399,58335,154,0.27,0.0,0.02,0.0,0.61,0.09,18,0,9,0,245,37,200
93,114,86,338,58335,131,0.25,0.0,0.03,0.0,0.61,0.1,297,0,10,0,207,35,126
108,120,96,356,58335,128,0.27,0.0,0.03,0.0,0.64,0.06,46,0,9,0,228,23,77
92,105,59,299,58335,102,0.2,0.0,0.04,0.0,0.66,0.11,40,0,11,0,197,32,200
110,61,120,326,58335,155,0.37,0.0,0.03,0.0,0.52,0.08,151,0,10,0,171,25,79
69,94,64,264,58335,101,0.24,0.0,0.04,0.0,0.62,0.1,101,0,11,0,163,26,194
151,98,100,380,58335,131,0.26,0.0,0.03,0.0,0.66,0.05,89,0,12,0,249,19,66
122,111,104,388,58335,155,0.27,0.0,0.03,0.0,0.6,0.1,11,0,12,0,233,39,200
71,198,69,396,58335,127,0.17,0.0,0.03,0.0,0.68,0.12,156,0,11,0,269,47,127
125,94,80,331,58335,112,0.24,0.0,0.02,0.0,0.66,0.08,611,0,6,0,219,26,79
107,128,125,393,58335,158,0.32,0.0,0.03,0.0,0.6,0.05,59,0,12,0,235,21,78
150,116,75,398,58335,132,0.19,0.0,0.02,0.0,0.67,0.13,406,0,7,0,266,50,79
106,157,85,398,58335,135,0.21,0.0,0.04,0.0,0.66,0.09,636,0,14,0,263,36,79
33,130,66,243,58335,80,0.27,0.0,0.01,0.0,0.67,0.05,54,0,2,0,163,12,128
132,126,73,390,58335,132,0.19,0.0,0.03,0.0,0.66,0.12,128,0,11,0,258,48,200
187,86,100,398,58335,125,0.25,0.0,0.01,0.0,0.69,0.06,98,0,3,0,273,22,66
71,195,75,397,58335,131,0.19,0.0,0.02,0.0,0.67,0.12,204,0,9,0,266,47,126
92,146,91,395,58335,157,0.23,0.0,0.04,0.0,0.6,0.12,653,0,17,0,238,49,79
49,125,55,276,58335,102,0.2,0.0,0.04,0.0,0.63,0.13,61,0,12,0,174,35,127
73,157,63,326,58335,96,0.19,0.0,0.02,0.0,0.71,0.08,86,0,8,0,230,25,127
60,235,34,358,58335,63,0.09,0.0,0.03,0.0,0.82,0.06,76,0,9,0,295,20,128
65,122,50,277,58335,90,0.18,0.0,0.04,0.0,0.68,0.1,126,0,12,0,187,28,127
107,122,109,372,58335,143,0.29,0.0,0.02,0.0,0.62,0.07,15,0,7,0,229,27,78
102,139,124,395,58335,154,0.31,0.0,0.02,0.0,0.61,0.06,15,0,8,0,241,22,77
117,135,83,394,58335,142,0.21,0.0,0.04,0.0,0.64,0.11,159,0,14,0,252,45,78
72,67,88,261,58335,122,0.34,0.0,0.02,0.0,0.53,0.11,3,0,6,0,139,28,66
110,129,77,363,58335,124,0.21,0.0,0.04,0.0,0.66,0.09,34,0,15,0,239,32,127
151,104,96,396,58335,141,0.24,0.0,0.03,0.0,0.64,0.08,457,0,13,0,255,32,79
120,129,79,358,58335,109,0.22,0.0,0.02,0.0,0.7,0.06,174,0,7,0,249,23,78
55,194,70,357,58335,108,0.2,0.0,0.03,0.0,0.7,0.08,190,0,10,0,249,28,127
35,220,76,371,58335,116,0.2,0.0,0.03,0.0,0.69,0.08,221,0,10,0,255,30,127
92,89,69,290,58335,109,0.24,0.0,0.02,0.0,0.62,0.11,124,0,7,0,181,33,103
127,84,146,397,58335,186,0.37,0.0,0.02,0.0,0.53,0.08,238,0,7,0,211,33,103
85,88,106,309,58335,136,0.34,0.0,0.01,0.0,0.56,0.08,3,0,4,0,173,26,200
109,103,89,331,58335,119,0.27,0.0,0.02,0.0,0.64,0.07,89,0,8,0,212,22,78
81,112,41,271,58335,78,0.15,0.0,0.02,0.0,0.71,0.12,311,0,5,0,193,32,126
114,85,66,301,58335,102,0.22,0.0,0.02,0.0,0.66,0.1,84,0,7,0,199,29,200
89,109,56,310,58335,112,0.18,0.0,0.05,0.0,0.64,0.13,556,0,17,0,198,39,79
105,108,74,330,58335,117,0.22,0.0,0.02,0.0,0.65,0.11,126,0,7,0,213,36,78
147,116,85,396,58335,133,0.21,0.0,0.03,0.0,0.66,0.09,118,0,12,0,263,36,77
91,65,86,264,58335,108,0.33,0.0,0.01,0.0,0.59,0.07,229,0,3,0,156,19,103
106,100,123,396,58335,190,0.31,0.0,0.04,0.0,0.52,0.13,35,0,16,0,206,51,66
114,121,75,381,58335,146,0.2,0.0,0.05,0.0,0.62,0.13,313,0,20,0,235,51,126
121,131,74,383,58335,131,0.19,0.0,0.03,0.0,0.66,0.12,107,0,12,0,252,45,78
116,148,86,392,58335,128,0.22,0.0,0.01,0.0,0.67,0.09,123,0,5,0,264,37,200
76,139,94,375,58335,160,0.25,0.0,0.05,0.0,0.57,0.13,148,0,17,0,215,49,127
94,108,116,382,58335,180,0.3,0.0,0.03,0.0,0.53,0.13,263,0,13,0,202,51,126
60,140,86,334,58335,134,0.26,0.0,0.03,0.0,0.6,0.11,223,0,11,0,200,37,127
83,135,78,343,58335,125,0.23,0.0,0.04,0.0,0.64,0.1,161,0,13,0,218,34,127
79,180,73,396,58335,137,0.18,0.0,0.03,0.0,0.65,0.13,137,0,12,0,259,52,127
141,112,73,389,58335,136,0.19,0.0,0.03,0.0,0.65,0.14,83,0,10,0,253,53,200
97,134,99,377,58335,146,0.26,0.0,0.03,0.0,0.61,0.1,12,0,11,0,231,36,78
136,117,93,397,58335,144,0.23,0.0,0.03,0.0,0.64,0.1,85,0,10,0,253,41,126
85,184,65,395,58335,126,0.16,0.0,0.04,0.0,0.68,0.12,4,0,15,0,269,46,126
110,121,97,384,58335,153,0.25,0.0,0.03,0.0,0.6,0.12,118,0,10,0,231,46,200
39,165,90,319,58335,115,0.28,0.0,0.02,0.0,0.64,0.06,10,0,5,0,204,20,128
138,92,110,397,58335,167,0.28,0.0,0.04,0.0,0.58,0.1,113,0,17,0,230,40,79
89,81,85,287,58335,117,0.3,0.0,0.03,0.0,0.59,0.08,103,0,9,0,170,23,77
122,117,92,395,58335,156,0.23,0.0,0.05,0.0,0.61,0.11,65,0,20,0,239,44,126
55,227,71,374,58335,92,0.19,0.0,0.01,0.0,0.75,0.05,35,0,3,0,282,18,128
76,144,109,374,58335,154,0.29,0.0,0.03,0.0,0.59,0.09,3,0,10,0,220,35,127
69,215,48,357,58335,73,0.13,0.0,0.01,0.0,0.8,0.06,78,0,4,0,284,21,128
98,68,92,277,58335,111,0.33,0.0,0.02,0.0,0.6,0.05,87,0,5,0,166,14,79
64,152,130,394,58335,178,0.33,0.0,0.04,0.0,0.55,0.08,76,0,15,0,216,33,127
148,105,90,398,58335,145,0.23,0.0,0.03,0.0,0.64,0.11,155,0,13,0,253,42,66
148,72,87,355,58335,135,0.25,0.0,0.03,0.0,0.62,0.1,199,0,11,0,220,37,103
116,125,75,367,58335,126,0.2,0.0,0.03,0.0,0.66,0.11,161,0,12,0,241,39,77
128,118,65,351,58335,105,0.19,0.0,0.03,0.0,0.7,0.08,112,0,12,0,246,28,78
100,160,75,390,58335,130,0.19,0.0,0.03,0.0,0.67,0.11,118,0,11,0,260,44,78
77,147,126,392,58335,168,0.32,0.0,0.04,0.0,0.57,0.07,10,0,14,0,224,28,127
131,130,93,398,58335,137,0.23,0.0,0.04,0.0,0.66,0.07,214,0,15,0,261,29,126
98,57,76,263,58335,108,0.29,0.0,0.02,0.0,0.59,0.1,160,0,6,0,155,26,103
120,114,81,375,58335,141,0.22,0.0,0.03,0.0,0.62,0.13,92,0,13,0,234,47,194
96,131,102,377,58335,150,0.27,0.0,0.03,0.0,0.6,0.1,74,0,12,0,227,36,78
146,103,100,389,58335,140,0.26,0.0,0.03,0.0,0.64,0.08,2,0,10,0,249,30,127
152,78,74,333,58335,103,0.22,0.0,0.01,0.0,0.69,0.08,165,0,4,0,230,25,79
38,135,71,271,58335,98,0.26,0.0,0.03,0.0,0.64,0.07,279,0,7,0,173,20,126
100,123,108,368,58335,145,0.29,0.0,0.02,0.0,0.61,0.08,36,0,8,0,223,29,77
126,130,93,397,58335,141,0.23,0.0,0.03,0.0,0.64,0.09,235,0,11,0,256,37,126
103,158,81,394,58335,133,0.21,0.0,0.03,0.0,0.66,0.1,155,0,13,0,261,39,78
130,123,73,382,58335,129,0.19,0.0,0.03,0.0,0.66,0.11,131,0,13,0,253,43,200
85,93,86,284,58335,106,0.3,0.0,0.01,0.0,0.63,0.06,38,0,3,0,178,17,77
123,142,119,437,58335,172,0.27,0.0,0.03,0.0,0.61,0.09,121,0,12,0,265,41,66
116,126,67,375,58335,133,0.18,0.0,0.03,0.0,0.65,0.14,272,0,12,0,242,54,126
58,55,47,194,58335,81,0.24,0.0,0.02,0.0,0.58,0.15,41,0,4,0,113,30,200
60,197,89,396,58335,139,0.22,0.0,0.02,0.0,0.65,0.11,137,0,8,0,257,42,128
23,67,16,122,58335,32,0.13,0.0,0.02,0.0,0.74,0.11,258,0,3,0,90,13,127
47,201,51,337,58335,89,0.15,0.0,0.04,0.0,0.74,0.07,58,0,14,0,248,24,128
68,153,80,354,58335,133,0.23,0.0,0.05,0.0,0.62,0.1,226,0,17,0,221,36,127
63,182,94,363,58335,118,0.26,0.0,0.03,0.0,0.67,0.04,24,0,10,0,245,14,128
131,99,91,369,58335,139,0.25,0.0,0.02,0.0,0.62,0.11,91,0,8,0,230,40,200
27,263,73,394,58335,104,0.19,0.0,0.03,0.0,0.74,0.05,601,0,11,0,290,20,79
117,109,110,395,58335,169,0.28,0.0,0.04,0.0,0.57,0.11,90,0,14,0,226,45,126
149,78,106,396,58335,169,0.27,0.0,0.04,0.0,0.57,0.12,74,0,16,0,227,47,126
104,89,63,297,58335,104,0.21,0.0,0.01,0.0,0.65,0.13,39,0,3,0,193,38,200
84,103,87,308,58335,121,0.28,0.0,0.01,0.0,0.61,0.1,70,0,4,0,187,30,194
118,128,63,354,58335,108,0.18,0.0,0.03,0.0,0.69,0.09,139,0,12,0,246,33,77
54,199,65,348,58335,95,0.19,0.0,0.01,0.0,0.73,0.08,97,0,3,0,253,27,128
68,100,90,288,58335,120,0.31,0.0,0.03,0.0,0.58,0.07,37,0,9,0,168,21,127
176,102,73,386,58335,108,0.19,0.0,0.02,0.0,0.72,0.07,188,0,8,0,278,27,66
51,259,41,374,58335,64,0.11,0.0,0.01,0.0,0.83,0.05,36,0,4,0,310,19,128
54,190,104,361,58335,117,0.29,0.0,0.01,0.0,0.68,0.03,28,0,3,0,244,10,128
133,82,94,354,58335,139,0.27,0.0,0.02,0.0,0.61,0.11,104,0,6,0,215,39,79
157,92,75,386,58335,137,0.19,0.0,0.05,0.0,0.65,0.11,545,0,20,0,249,42,79
110,112,122,398,58335,176,0.31,0.0,0.03,0.0,0.56,0.11,232,0,11,0,222,43,126
167,85,118,400,58335,148,0.3,0.0,0.0,0.0,0.63,0.07,17,0,2,0,252,28,66
42,198,86,371,58335,131,0.23,0.0,0.03,0.0,0.65,0.09,336,0,11,0,240,34,126
92,161,96,378,58335,125,0.25,0.0,0.01,0.0,0.67,0.06,322,0,5,0,253,24,126
121,119,70,354,58335,114,0.2,0.0,0.03,0.0,0.68,0.1,158,0,10,0,240,34,77
183,54,63,345,58335,108,0.18,0.0,0.03,0.0,0.69,0.1,275,0,11,0,237,34,103
136,128,69,394,58335,130,0.18,0.0,0.06,0.0,0.67,0.1,108,0,22,0,264,39,194
60,171,108,393,58335,162,0.27,0.0,0.03,0.0,0.59,0.11,231,0,11,0,231,43,127
197,91,73,398,58335,110,0.18,0.0,0.02,0.0,0.72,0.07,190,0,8,0,288,29,66
141,143,122,444,58335,160,0.27,0.0,0.01,0.0,0.64,0.08,23,0,4,0,284,34,79
150,121,70,397,58335,126,0.18,0.0,0.03,0.0,0.68,0.12,369,0,10,0,271,46,79
87,92,109,339,58335,160,0.32,0.0,0.01,0.0,0.53,0.14,52,0,4,0,179,47,200
83,192,97,395,58335,120,0.25,0.0,0.02,0.0,0.7,0.04,98,0,6,0,275,17,200
67,135,70,351,58335,149,0.2,0.0,0.05,0.0,0.58,0.18,70,0,17,0,202,62,127
34,223,100,385,58335,128,0.26,0.0,0.02,0.0,0.67,0.06,160,0,6,0,257,22,128
109,145,74,377,58335,123,0.2,0.0,0.03,0.0,0.67,0.1,167,0,10,0,254,39,77
82,113,90,329,58335,134,0.27,0.0,0.03,0.0,0.59,0.11,91,0,9,0,195,35,78
93,28,24,168,58335,47,0.14,0.0,0.02,0.0,0.72,0.11,277,0,4,0,121,19,103
106,66,68,270,58335,98,0.25,0.0,0.02,0.0,0.64,0.09,169,0,5,0,172,25,103
156,71,48,306,58335,79,0.16,0.0,0.03,0.0,0.74,0.08,171,0,8,0,227,23,103
109,85,90,315,58335,121,0.29,0.0,0.03,0.0,0.62,0.07,54,0,8,0,194,23,78
104,113,59,327,58335,110,0.18,0.0,0.04,0.0,0.66,0.11,23,0,14,0,217,37,200
88,119,116,365,58335,158,0.32,0.0,0.04,0.0,0.57,0.08,6,0,13,0,207,29,127
72,165,87,372,58335,135,0.23,0.0,0.03,0.0,0.64,0.1,69,0,11,0,237,37,128
94,54,90,255,58335,107,0.35,0.0,0.01,0.0,0.58,0.05,228,0,3,0,148,14,103
67,76,74,249,58335,106,0.3,0.0,0.03,0.0,0.57,0.1,78,0,7,0,143,25,194
123,87,86,332,58335,122,0.26,0.0,0.02,0.0,0.63,0.09,95,0,7,0,210,29,78
78,84,71,274,58335,112,0.26,0.0,0.05,0.0,0.59,0.1,35,0,14,0,162,27,127
86,152,84,383,58335,145,0.22,0.0,0.04,0.0,0.62,0.12,108,0,15,0,238,46,127
131,119,76,385,58335,135,0.2,0.0,0.04,0.0,0.65,0.12,101,0,14,0,250,45,200
127,104,131,392,58335,161,0.33,0.0,0.02,0.0,0.59,0.06,3,0,6,0,231,24,78
104,150,83,385,58335,131,0.22,0.0,0.03,0.0,0.66,0.1,266,0,10,0,254,38,126
107,119,74,341,58335,115,0.22,0.0,0.02,0.0,0.66,0.1,89,0,8,0,226,33,194
109,115,85,352,58335,128,0.24,0.0,0.03,0.0,0.64,0.1,36,0,9,0,224,34,78
