DICA,WASHINGTON REIS,abstencoes,aptos,codigo_municipio,nao_considerados,percentual_abstencoes,percentual_anulados,percentual_brancos,percentual_legenda,percentual_nominais,percentual_nulos,secao,votos_anulados,votos_brancos,votos_legenda,votos_nominais,votos_nulos,zona
103,136,83,386,58335,147,0.22,0.0,0.03,0.0,0.62,0.14,111,0,10,0,239,54,194
112,75,104,327,58335,140,0.32,0.0,0.02,0.0,0.57,0.09,33,0,5,0,187,31,103
114,136,97,397,58335,147,0.24,0.0,0.04,0.0,0.63,0.09,39,0,14,0,250,36,79
147,97,102,393,58335,149,0.26,0.0,0.04,0.0,0.62,0.08,115,0,14,0,244,33,79
110,128,108,395,58335,157,0.27,0.0,0.04,0.0,0.6,0.09,10,0,14,0,238,35,126
93,54,78,248,58335,101,0.31,0.0,0.01,0.0,0.59,0.08,218,0,3,0,147,20,103
93,136,110,378,58335,149,0.29,0.0,0.02,0.0,0.61,0.08,77,0,8,0,229,31,78
111,145,83,375,58335,119,0.22,0.0,0.03,0.0,0.68,0.07,19,0,10,0,256,26,77
81,100,109,322,58335,141,0.34,0.0,0.03,0.0,0.56,0.07,98,0,9,0,181,23,103
56,208,60,350,58335,86,0.17,0.0,0.02,0.0,0.75,0.05,143,0,7,0,264,19,128
40,72,41,168,58335,56,0.24,0.0,0.03,0.0,0.67,0.06,656,0,5,0,112,10,79
132,104,102,395,58335,159,0.26,0.0,0.04,0.0,0.6,0.11,76,0,15,0,236,42,126
66,219,44,357,58335,72,0.12,0.0,0.01,0.0,0.8,0.06,77,0,5,0,285,23,128
103,143,105,396,58335,150,0.27,0.0,0.03,0.0,0.62,0.08,34,0,13,0,246,32,78
92,121,53,302,58335,89,0.18,0.0,0.02,0.0,0.71,0.1,423,0,7,0,213,29,79
110,138,68,383,58335,135,0.18,0.0,0.05,0.0,0.65,0.13,31,0,19,0,248,48,194
128,101,109,398,58335,169,0.27,0.0,0.03,0.0,0.58,0.12,59,0,12,0,229,48,126
83,133,71,334,58335,118,0.21,0.0,0.04,0.0,0.65,0.1,149,0,13,0,216,34,127
86,79,106,309,58335,144,0.34,0.0,0.03,0.0,0.53,0.1,48,0,8,0,165,30,66
91,139,76,385,58335,155,0.2,0.0,0.04,0.0,0.6,0.16,343,0,17,0,230,62,126
124,66,101,319,58335,129,0.32,0.0,0.03,0.0,0.6,0.06,184,0,9,0,190,19,103
69,174,71,356,58335,113,0.2,0.0,0.03,0.0,0.68,0.09,147,0,10,0,243,32,127
51,242,68,378,58335,85,0.18,0.0,0.0,0.0,0.78,0.04,155,0,1,0,293,16,128
100,93,89,330,58335,137,0.27,0.0,0.02,0.0,0.58,0.12,129,0,7,0,193,41,66
76,162,70,357,58335,119,0.2,0.0,0.03,0.0,0.67,0.1,140,0,12,0,238,37,127
84,222,83,428,58335,122,0.19,0.0,0.04,0.0,0.71,0.05,238,0,16,0,306,23,127
55,209,79,361,58335,97,0.22,0.0,0.01,0.0,0.73,0.04,29,0,3,0,264,15,128
114,134,79,394,58335,146,0.2,0.0,0.04,0.0,0.63,0.13,241,0,15,0,248,52,126
129,86,94,343,58335,128,0.27,0.0,0.01,0.0,0.63,0.08,28,0,5,0,215,29,200
82,187,64,366,58335,97,0.17,0.0,0.01,0.0,0.73,0.08,81,0,5,0,269,28,128
143,102,73,385,58335,140,0.19,0.0,0.05,0.0,0.64,0.13,490,0,18,0,245,49,79
91,172,70,400,58335,137,0.18,0.0,0.04,0.0,0.66,0.12,187,0,17,0,263,50,126
140,104,93,399,58335,155,0.23,0.0,0.03,0.0,0.61,0.13,48,0,12,0,244,50,126
105,137,58,342,58335,100,0.17,0.0,0.02,0.0,0.71,0.1,106,0,7,0,242,35,78
50,186,121,381,58335,145,0.32,0.0,0.02,0.0,0.62,0.04,194,0,7,0,236,17,126
140,112,105,399,58335,147,0.26,0.0,0.03,0.0,0.63,0.07,173,0,13,0,252,29,79
105,141,86,388,58335,142,0.22,0.0,0.05,0.0,0.63,0.09,21,0,21,0,246,35,194
106,117,110,380,58335,157,0.29,0.0,0.03,0.0,0.59,0.09,268,0,12,0,223,35,126
108,103,76,338,58335,127,0.22,0.0,0.03,0.0,0.62,0.12,42,0,10,0,211,41,194
114,139,89,397,58335,144,0.22,0.0,0.04,0.0,0.64,0.1,116,0,14,0,253,41,77
133,98,113,381,58335,150,0.3,0.0,0.04,0.0,0.61,0.06,119,0,14,0,231,23,103
25,259,70,392,58335,108,0.18,0.0,0.01,0.0,0.72,0.09,628,0,4,0,284,34,79
81,154,85,381,58335,146,0.22,0.0,0.02,0.0,0.62,0.14,7,0,8,0,235,53,127
99,108,49,293,58335,86,0.17,0.0,0.02,0.0,0.71,0.1,95,0,7,0,207,30,194
88,152,64,347,58335,107,0.18,0.0,0.02,0.0,0.69,0.1,125,0,7,0,240,36,127
70,90,76,272,58335,112,0.28,0.0,0.03,0.0,0.59,0.1,315,0,9,0,160,27,126
113,118,107,378,58335,147,0.28,0.0,0.02,0.0,0.61,0.08,66,0,8,0,231,32,194
104,148,100,389,58335,137,0.26,0.0,0.03,0.0,0.65,0.07,81,0,11,0,252,26,78
43,195,110,375,58335,137,0.29,0.0,0.02,0.0,0.63,0.05,246,0,9,0,238,18,126
66,171,100,381,58335,144,0.26,0.0,0.02,0.0,0.62,0.1,88,0,6,0,237,38,127
120,72,73,299,58335,107,0.24,0.0,0.03,0.0,0.64,0.09,86,0,8,0,192,26,200
170,116,65,383,58335,97,0.17,0.0,0.02,0.0,0.75,0.06,370,0,8,0,286,24,79
163,93,103,396,58335,140,0.26,0.0,0.04,0.0,0.65,0.06,96,0,14,0,256,23,79
17,36,30,89,58335,36,0.34,0.0,0.01,0.0,0.6,0.06,184,0,1,0,53,5,127
50,156,63,323,58335,117,0.2,0.0,0.03,0.0,0.64,0.14,110,0,9,0,206,45,128
40,100,43,206,58335,66,0.21,0.0,0.02,0.0,0.68,0.09,359,0,5,0,140,18,126
129,106,108,396,58335,161,0.27,0.0,0.03,0.0,0.59,0.1,89,0,13,0,235,40,126
167,95,88,386,58335,124,0.23,0.0,0.04,0.0,0.68,0.06,163,0,14,0,262,22,79
129,108,83,358,58335,121,0.23,0.0,0.03,0.0,0.66,0.07,578,0,12,0,237,26,79
108,120,125,397,58335,169,0.31,0.0,0.04,0.0,0.57,0.08,32,0,14,0,228,30,194
75,119,54,314,58335,120,0.17,0.0,0.05,0.0,0.62,0.16,286,0,17,0,194,49,126
59,158,77,355,58335,138,0.22,0.0,0.04,0.0,0.61,0.13,98,0,15,0,217,46,127
155,97,55,384,58335,132,0.14,0.0,0.06,0.0,0.66,0.14,181,0,22,0,252,55,126
105,59,49,254,58335,90,0.19,0.0,0.05,0.0,0.65,0.11,109,0,12,0,164,29,103
145,87,110,397,58335,165,0.28,0.0,0.04,0.0,0.58,0.1,85,0,16,0,232,39,79
77,81,58,238,58335,80,0.24,0.0,0.03,0.0,0.66,0.06,130,0,8,0,158,14,200
128,118,76,400,58335,154,0.19,0.0,0.04,0.0,0.62,0.16,57,0,15,0,246,63,126
123,127,68,386,58335,136,0.18,0.0,0.05,0.0,0.65,0.13,210,0,18,0,250,50,126
96,63,53,239,58335,80,0.22,0.0,0.04,0.0,0.67,0.08,65,0,9,0,159,18,200
121,135,103,394,58335,138,0.26,0.0,0.03,0.0,0.65,0.06,35,0,10,0,256,25,77
72,199,63,397,58335,126,0.16,0.0,0.04,0.0,0.68,0.12,295,0,14,0,271,49,126
149,72,65,319,58335,98,0.2,0.0,0.03,0.0,0.69,0.08,570,0,8,0,221,25,79
129,115,98,398,58335,154,0.25,0.0,0.03,0.0,0.61,0.11,52,0,11,0,244,45,126
123,128,69,380,58335,129,0.18,0.0,0.03,0.0,0.66,0.13,142,0,11,0,251,49,78
101,114,97,365,58335,150,0.27,0.0,0.04,0.0,0.59,0.11,31,0,13,0,215,40,127
127,71,49,295,58335,97,0.17,0.0,0.05,0.0,0.67,0.11,654,0,16,0,198,32,79
139,94,130,396,58335,163,0.33,0.0,0.02,0.0,0.59,0.06,63,0,8,0,233,25,194
110,147,101,399,58335,142,0.25,0.0,0.02,0.0,0.64,0.08,213,0,8,0,257,33,126
88,78,65,268,58335,102,0.24,0.0,0.01,0.0,0.62,0.12,174,0,4,0,166,33,66
128,116,82,387,58335,143,0.21,0.0,0.02,0.0,0.63,0.14,23,0,8,0,244,53,194
90,135,81,342,58335,117,0.24,0.0,0.02,0.0,0.66,0.08,624,0,8,0,225,28,79
170,50,80,349,58335,129,0.23,0.0,0.03,0.0,0.63,0.11,234,0,11,0,220,38,103
131,136,138,462,58335,195,0.3,0.0,0.03,0.0,0.58,0.09,48,0,14,0,267,43,200
54,180,73,365,58335,131,0.2,0.0,0.05,0.0,0.64,0.11,72,0,18,0,234,40,128
102,134,68,380,58335,144,0.18,0.0,0.04,0.0,0.62,0.16,220,0,17,0,236,59,126
126,112,101,396,58335,158,0.26,0.0,0.02,0.0,0.6,0.12,132,0,9,0,238,48,66
80,118,77,317,58335,119,0.24,0.0,0.03,0.0,0.62,0.11,213,0,8,0,198,34,127
190,122,96,458,58335,146,0.21,0.0,0.04,0.0,0.68,0.07,599,0,17,0,312,33,79
117,118,102,381,58335,146,0.27,0.0,0.03,0.0,0.62,0.09,29,0,11,0,235,33,103
35,64,22,134,58335,35,0.16,0.0,0.04,0.0,0.74,0.05,259,0,6,0,99,7,127
74,134,122,366,58335,158,0.33,0.0,0.02,0.0,0.57,0.08,69,0,7,0,208,29,78
219,113,89,463,58335,131,0.19,0.0,0.03,0.0,0.72,0.06,562,0,12,0,332,30,79
130,124,63,360,58335,106,0.18,0.0,0.03,0.0,0.71,0.09,173,0,11,0,254,32,77
103,166,83,395,58335,126,0.21,0.0,0.02,0.0,0.68,0.09,128,0,9,0,269,34,78
135,134,74,394,58335,125,0.19,0.0,0.04,0.0,0.68,0.09,105,0,16,0,269,35,200
105,146,72,381,58335,130,0.19,0.0,0.06,0.0,0.66,0.09,597,0,22,0,251,36,79
119,61,37,240,58335,60,0.15,0.0,0.01,0.0,0.75,0.09,245,0,2,0,180,21,103
105,101,70,317,58335,111,0.22,0.0,0.02,0.0,0.65,0.11,48,0,7,0,206,34,77
144,109,78,395,58335,142,0.2,0.0,0.04,0.0,0.64,0.12,321,0,17,0,253,47,126
66,188,75,395,58335,141,0.19,0.0,0.04,0.0,0.64,0.12,241,0,17,0,254,49,127
121,110,118,398,58335,167,0.3,0.0,0.04,0.0,0.58,0.09,112,0,14,0,231,35,79
158,104,74,385,58335,123,0.19,0.0,0.03,0.0,0.68,0.1,49,0,11,0,262,38,194
113,127,104,376,58335,136,0.28,0.0,0.02,0.0,0.64,0.07,17,0,7,0,240,25,77
146,109,89,379,58335,124,0.23,0.0,0.01,0.0,0.67,0.08,68,0,3,0,255,32,194
136,90,72,333,58335,107,0.22,0.0,0.03,0.0,0.68,0.08,617,0,9,0,226,26,79
141,93,82,376,58335,142,0.22,0.0,0.05,0.0,0.62,0.11,317,0,17,0,234,43,126
115,133,104,398,58335,150,0.26,0.0,0.04,0.0,0.62,0.08,8,0,16,0,248,30,126
136,82,118,371,58335,153,0.32,0.0,0.01,0.0,0.59,0.08,23,0,5,0,218,30,103
134,101,102,394,58335,159,0.26,0.0,0.02,0.0,0.6,0.12,79,0,8,0,235,49,200
58,205,77,391,58335,128,0.2,0.0,0.06,0.0,0.67,0.07,233,0,22,0,263,29,127
52,200,77,352,58335,100,0.22,0.0,0.02,0.0,0.72,0.05,91,0,6,0,252,17,128
57,127,81,289,58335,105,0.28,0.0,0.01,0.0,0.64,0.07,25,0,3,0,184,21,127
100,108,80,323,58335,115,0.25,0.0,0.02,0.0,0.64,0.09,11,0,6,0,208,29,77
120,115,57,326,58335,91,0.17,0.0,0.03,0.0,0.72,0.07,127,0,11,0,235,23,78
140,133,61,393,58335,120,0.16,0.0,0.04,0.0,0.69,0.11,132,0,14,0,273,45,126
103,152,87,394,58335,139,0.22,0.0,0.02,0.0,0.65,0.11,650,0,9,0,255,43,79
107,124,126,394,58335,163,0.32,0.0,0.03,0.0,0.59,0.06,24,0,12,0,231,25,78
105,80,97,337,58335,152,0.29,0.0,0.03,0.0,0.55,0.13,121,0,10,0,185,45,103
127,92,102,363,58335,144,0.28,0.0,0.04,0.0,0.6,0.07,45,0,15,0,219,27,103
123,119,76,395,58335,153,0.19,0.0,0.05,0.0,0.61,0.15,79,0,18,0,242,59,126
65,157,107,360,58335,138,0.3,0.0,0.03,0.0,0.62,0.06,26,0,11,0,222,20,127
134,108,92,392,58335,150,0.23,0.0,0.04,0.0,0.62,0.11,82,0,14,0,242,44,194
104,114,73,330,58335,112,0.22,0.0,0.02,0.0,0.66,0.1,139,0,6,0,218,33,78
113,123,95,380,58335,144,0.25,0.0,0.02,0.0,0.62,0.11,96,0,9,0,236,40,78
73,119,69,318,58335,126,0.22,0.0,0.07,0.0,0.6,0.11,215,0,22,0,192,35,127
130,53,78,281,58335,98,0.28,0.0,0.02,0.0,0.65,0.05,166,0,7,0,183,13,103
93,41,32,188,58335,54,0.17,0.0,0.02,0.0,0.71,0.1,276,0,4,0,134,18,103
92,133,105,376,58335,151,0.28,0.0,0.02,0.0,0.6,0.1,4,0,8,0,225,38,127
88,129,125,370,58335,153,0.34,0.0,0.02,0.0,0.59,0.05,101,0,9,0,217,19,127
136,92,122,395,58335,167,0.31,0.0,0.03,0.0,0.58,0.09,153,0,10,0,228,35,79
83,91,66,284,58335,110,0.23,0.0,0.04,0.0,0.61,0.11,468,0,12,0,174,32,79
118,128,99,397,58335,151,0.25,0.0,0.03,0.0,0.62,0.1,14,0,12,0,246,40,126
114,124,115,394,58335,156,0.29,0.0,0.03,0.0,0.6,0.08,58,0,10,0,238,31,194
103,105,99,339,58335,131,0.29,0.0,0.01,0.0,0.61,0.08,51,0,4,0,208,28,194
114,102,61,305,58335,89,0.2,0.0,0.02,0.0,0.71,0.07,157,0,7,0,216,21,78
180,91,87,396,58335,125,0.22,0.0,0.03,0.0,0.68,0.07,201,0,11,0,271,27,66
64,187,74,361,58335,110,0.2,0.0,0.02,0.0,0.7,0.08,30,0,7,0,251,29,128
97,159,94,396,58335,140,0.24,0.0,0.02,0.0,0.65,0.1,160,0,7,0,256,39,78
57,184,82,350,58335,109,0.23,0.0,0.01,0.0,0.69,0.06,96,0,5,0,241,22,128
50,221,55,359,58335,88,0.15,0.0,0.01,0.0,0.75,0.08,99,0,5,0,271,28,128
100,94,131,357,58335,163,0.37,0.0,0.02,0.0,0.54,0.07,109,0,7,0,194,25,79
154,89,121,396,58335,153,0.31,0.0,0.02,0.0,0.61,0.06,237,0,7,0,243,25,103
49,232,45,354,58335,73,0.13,0.0,0.02,0.0,0.79,0.06,103,0,6,0,281,22,128
109,144,73,382,58335,129,0.19,0.0,0.05,0.0,0.66,0.09,115,0,20,0,253,36,78
105,122,106,384,58335,157,0.28,0.0,0.02,0.0,0.59,0.11,85,0,9,0,227,42,78
51,156,63,328,58335,121,0.19,0.0,0.03,0.0,0.63,0.14,123,0,11,0,207,47,128
111,103,59,311,58335,97,0.19,0.0,0.01,0.0,0.69,0.11,156,0,4,0,214,34,78
111,125,96,397,58335,161,0.24,0.0,0.03,0.0,0.59,0.14,70,0,11,0,236,54,126
109,144,82,399,58335,146,0.21,0.0,0.04,0.0,0.63,0.12,145,0,17,0,253,47,126
45,256,72,408,58335,107,0.18,0.0,0.02,0.0,0.74,0.06,153,0,9,0,301,26,128
110,128,87,367,58335,129,0.24,0.0,0.03,0.0,0.65,0.08,143,0,11,0,238,31,77
60,123,78,302,58335,119,0.26,0.0,0.03,0.0,0.61,0.11,55,0,8,0,183,33,127
145,78,94,348,58335,125,0.27,0.0,0.01,0.0,0.64,0.08,102,0,4,0,223,27,79
89,138,99,393,58335,166,0.25,0.0,0.03,0.0,0.58,0.14,169,0,12,0,227,55,127
107,101,85,328,58335,120,0.26,0.0,0.02,0.0,0.63,0.09,56,0,7,0,208,28,194
119,123,78,358,58335,116,0.22,0.0,0.03,0.0,0.68,0.08,47,0,10,0,242,28,77
108,87,128,379,58335,184,0.34,0.0,0.03,0.0,0.51,0.12,45,0,12,0,195,44,126
75,152,126,394,58335,167,0.32,0.0,0.03,0.0,0.58,0.07,77,0,12,0,227,29,127
98,151,72,377,58335,128,0.19,0.0,0.04,0.0,0.66,0.11,337,0,14,0,249,42,126
102,117,90,364,58335,145,0.25,0.0,0.05,0.0,0.6,0.1,29,0,18,0,219,37,127
41,222,88,383,58335,120,0.23,0.0,0.02,0.0,0.69,0.06,161,0,9,0,263,23,128
118,140,107,398,58335,140,0.27,0.0,0.02,0.0,0.65,0.06,12,0,8,0,258,25,126
131,120,80,387,58335,136,0.21,0.0,0.03,0.0,0.65,0.11,8,0,13,0,251,43,194
141,125,78,389,58335,123,0.2,0.0,0.03,0.0,0.68,0.08,125,0,13,0,266,32,200
131,89,131,396,58335,176,0.33,0.0,0.03,0.0,0.56,0.08,28,0,13,0,220,32,66
142,72,85,331,58335,117,0.26,0.0,0.03,0.0,0.65,0.07,166,0,10,0,214,22,79
86,113,95,324,58335,125,0.29,0.0,0.02,0.0,0.61,0.07,19,0,6,0,199,24,78
115,145,76,395,58335,135,0.19,0.0,0.02,0.0,0.66,0.13,198,0,9,0,260,50,78
27,259,79,396,58335,110,0.2,0.0,0.03,0.0,0.72,0.05,579,0,10,0,286,21,79
129,110,68,358,58335,119,0.19,0.0,0.04,0.0,0.67,0.1,631,0,14,0,239,37,79
129,100,64,335,58335,106,0.19,0.0,0.02,0.0,0.68,0.11,600,0,6,0,229,36,79
170,69,93,384,58335,145,0.24,0.0,0.03,0.0,0.62,0.1,209,0,12,0,239,40,103
111,114,97,368,58335,143,0.26,0.0,0.03,0.0,0.61,0.1,29,0,10,0,225,36,78
146,117,66,388,58335,125,0.17,0.0,0.04,0.0,0.68,0.11,48,0,16,0,263,43,127
61,162,47,311,58335,88,0.15,0.0,0.04,0.0,0.72,0.09,110,0,13,0,223,28,127
47,169,62,321,58335,105,0.19,0.0,0.03,0.0,0.67,0.1,11,0,11,0,216,32,128
150,90,91,386,58335,146,0.24,0.0,0.05,0.0,0.62,0.1,216,0,18,0,240,37,127
108,107,112,382,58335,167,0.29,0.0,0.04,0.0,0.56,0.11,41,0,14,0,215,41,126
109,125,94,396,58335,162,0.24,0.0,0.04,0.0,0.59,0.13,192,0,15,0,234,53,66
64,194,94,397,58335,139,0.24,0.0,0.03,0.0,0.65,0.08,121,0,13,0,258,32,128
87,82,62,275,58335,106,0.23,0.0,0.03,0.0,0.61,0.13,244,0,8,0,169,36,103
143,94,81,354,58335,117,0.23,0.0,0.02,0.0,0.67,0.08,621,0,8,0,237,28,79
111,86,89,324,58335,127,0.27,0.0,0.02,0.0,0.61,0.1,44,0,6,0,197,32,103
114,143,101,396,58335,139,0.26,0.0,0.03,0.0,0.65,0.07,34,0,11,0,257,27,77
104,126,115,383,58335,153,0.3,0.0,0.02,0.0,0.6,0.08,30,0,8,0,230,30,79
67,72,69,245,58335,106,0.28,0.0,0.04,0.0,0.57,0.11,79,0,11,0,139,26,194
127,159,70,396,58335,110,0.18,0.0,0.03,0.0,0.72,0.07,606,0,12,0,286,28,79
126,95,76,340,58335,119,0.22,0.0,0.02,0.0,0.65,0.11,41,0,6,0,221,37,194
134,112,80,395,58335,149,0.2,0.0,0.04,0.0,0.62,0.13,287,0,16,0,246,53,126
137,96,114,393,58335,160,0.29,0.0,0.03,0.0,0.59,0.08,100,0,13,0,233,33,79
104,140,111,400,58335,156,0.28,0.0,0.04,0.0,0.61,0.07,229,0,16,0,244,29,126
87,124,61,304,58335,93,0.2,0.0,0.04,0.0,0.69,0.07,18,0,11,0,211,21,77
176,78,82,371,58335,117,0.22,0.0,0.02,0.0,0.68,0.08,255,0,7,0,254,28,103
88,177,65,398,58335,133,0.16,0.0,0.03,0.0,0.67,0.14,184,0,13,0,265,55,126
128,123,71,369,58335,118,0.19,0.0,0.01,0.0,0.68,0.11,534,0,5,0,251,42,79
157,67,77,346,58335,122,0.22,0.0,0.02,0.0,0.65,0.11,233,0,7,0,224,38,103
110,134,94,392,58335,148,0.24,0.0,0.04,0.0,0.62,0.1,21,0,14,0,244,40,78
114,124,103,391,58335,153,0.26,0.0,0.04,0.0,0.61,0.09,55,0,16,0,238,34,78
42,208,93,355,58335,105,0.26,0.0,0.01,0.0,0.7,0.03,45,0,3,0,250,9,128
118,107,98,384,58335,159,0.26,0.0,0.03,0.0,0.59,0.12,14,0,13,0,225,48,200
175,76,89,382,58335,131,0.23,0.0,0.01,0.0,0.66,0.1,210,0,4,0,251,38,103
106,174,71,396,58335,116,0.18,0.0,0.01,0.0,0.71,0.11,146,0,3,0,280,42,78
118,109,95,383,58335,156,0.25,0.0,0.03,0.0,0.59,0.13,50,0,13,0,227,48,127
61,190,70,396,58335,145,0.18,0.0,0.04,0.0,0.63,0.15,141,0,16,0,251,59,128
143,84,77,347,58335,120,0.22,0.0,0.04,0.0,0.65,0.09,608,0,13,0,227,30,79
155,97,108,393,58335,141,0.27,0.0,0.02,0.0,0.64,0.06,97,0,8,0,252,25,66
84,91,60,274,58335,99,0.22,0.0,0.05,0.0,0.64,0.09,112,0,13,0,175,26,77
67,112,86,300,58335,121,0.29,0.0,0.02,0.0,0.6,0.1,57,0,5,0,179,30,127
105,141,89,382,58335,136,0.23,0.0,0.03,0.0,0.64,0.09,344,0,12,0,246,35,126
138,104,114,394,58335,152,0.29,0.0,0.03,0.0,0.61,0.07,101,0,10,0,242,28,79
143,112,74,380,58335,125,0.19,0.0,0.02,0.0,0.67,0.11,97,0,8,0,255,43,194
118,179,62,394,58335,97,0.16,0.0,0.03,0.0,0.75,0.06,176,0,11,0,297,24,78
69,157,105,364,58335,138,0.29,0.0,0.02,0.0,0.62,0.07,66,0,9,0,226,24,128
127,118,87,394,58335,149,0.22,0.0,0.04,0.0,0.62,0.12,107,0,14,0,245,48,200
169,89,95,381,58335,123,0.25,0.0,0.02,0.0,0.68,0.05,159,0,9,0,258,19,79
100,92,42,271,58335,79,0.15,0.0,0.05,0.0,0.71,0.08,655,0,14,0,192,23,79
125,104,69,347,58335,118,0.2,0.0,0.05,0.0,0.66,0.1,71,0,16,0,229,33,200
164,79,84,375,58335,132,0.22,0.0,0.03,0.0,0.65,0.09,159,0,13,0,243,35,103
159,95,89,399,58335,145,0.22,0.0,0.04,0.0,0.64,0.1,319,0,15,0,254,41,126
57,172,100,364,58335,135,0.27,0.0,0.02,0.0,0.63,0.07,27,0,9,0,229,26,127
97,102,85,323,58335,124,0.26,0.0,0.02,0.0,0.62,0.1,99,0,8,0,199,31,103
90,144,79,384,58335,150,0.21,0.0,0.04,0.0,0.61,0.15,110,0,15,0,234,56,194
99,140,60,369,58335,130,0.16,0.0,0.03,0.0,0.65,0.16,105,0,12,0,239,58,127
51,47,36,153,58335,55,0.24,0.0,0.05,0.0,0.64,0.08,132,0,7,0,98,12,200
109,134,74,354,58335,111,0.21,0.0,0.03,0.0,0.69,0.08,114,0,9,0,243,28,77
147,60,56,291,58335,84,0.19,0.0,0.01,0.0,0.71,0.09,254,0,2,0,207,26,103
87,153,73,367,58335,127,0.2,0.0,0.04,0.0,0.65,0.1,104,0,16,0,240,38,127
101,152,73,391,58335,138,0.19,0.0,0.05,0.0,0.65,0.11,172,0,21,0,253,44,126
41,186,111,361,58335,134,0.31,0.0,0.01,0.0,0.63,0.05,26,0,5,0,227,18,128
64,180,102,380,58335,136,0.27,0.0,0.02,0.0,0.64,0.07,276,0,8,0,244,26,126
135,95,106,393,58335,163,0.27,0.0,0.04,0.0,0.59,0.11,1,0,14,0,230,43,66
120,131,98,398,58335,147,0.25,0.0,0.03,0.0,0.63,0.1,11,0,10,0,251,39,126
59,73,81,234,58335,102,0.35,0.0,0.03,0.0,0.56,0.06,34,0,7,0,132,14,194
115,136,81,394,58335,143,0.21,0.0,0.03,0.0,0.64,0.13,255,0,12,0,251,50,126
120,91,110,367,58335,156,0.3,0.0,0.03,0.0,0.57,0.09,90,0,12,0,211,34,200
123,130,84,396,58335,143,0.21,0.0,0.03,0.0,0.64,0.12,256,0,13,0,253,46,126
104,123,100,360,58335,133,0.28,0.0,0.02,0.0,0.63,0.07,124,0,9,0,227,24,77
24,31,27,97,58335,42,0.28,0.0,0.01,0.0,0.57,0.14,108,0,1,0,55,14,200
56,196,76,348,58335,96,0.22,0.0,0.01,0.0,0.72,0.05,90,0,3,0,252,17,128
112,120,107,380,58335,148,0.28,0.0,0.02,0.0,0.61,0.09,98,0,7,0,232,34,78
63,182,86,397,58335,152,0.22,0.0,0.03,0.0,0.62,0.14,89,0,12,0,245,54,128
89,203,64,400,58335,108,0.16,0.0,0.04,0.0,0.73,0.06,280,0,18,0,292,26,126
163,98,76,399,58335,138,0.19,0.0,0.03,0.0,0.65,0.13,269,0,10,0,261,52,103
174,91,103,398,58335,133,0.26,0.0,0.02,0.0,0.67,0.06,15,0,8,0,265,22,66
119,119,93,371,58335,133,0.25,0.0,0.02,0.0,0.64,0.09,181,0,8,0,238,32,77
124,110,76,367,58335,133,0.21,0.0,0.02,0.0,0.64,0.13,101,0,9,0,234,48,78
71,70,77,237,58335,96,0.32,0.0,0.03,0.0,0.59,0.05,46,0,6,0,141,13,200
117,123,108,398,58335,158,0.27,0.0,0.04,0.0,0.6,0.09,37,0,15,0,240,35,79
75,170,86,380,58335,135,0.23,0.0,0.03,0.0,0.64,0.1,17,0,12,0,245,37,128
107,103,81,343,58335,133,0.24,0.0,0.03,0.0,0.61,0.13,14,0,9,0,210,43,194
136,120,133,443,58335,187,0.3,0.0,0.02,0.0,0.58,0.1,191,0,9,0,256,45,66
122,105,91,392,58335,165,0.23,0.0,0.03,0.0,0.58,0.16,324,0,12,0,227,62,126
83,132,120,392,58335,177,0.31,0.0,0.06,0.0,0.55,0.09,242,0,22,0,215,35,127
70,145,138,394,58335,179,0.35,0.0,0.03,0.0,0.55,0.07,75,0,13,0,215,28,127
98,133,112,376,58335,145,0.3,0.0,0.02,0.0,0.61,0.07,17,0,7,0,231,26,126
119,137,106,399,58335,143,0.27,0.0,0.04,0.0,0.64,0.05,61,0,17,0,256,20,78
168,79,88,360,58335,113,0.24,0.0,0.02,0.0,0.69,0.05,253,0,7,0,247,18,103
137,106,84,394,58335,151,0.21,0.0,0.05,0.0,0.62,0.12,354,0,21,0,243,46,126
114,129,83,368,58335,125,0.23,0.0,0.05,0.0,0.66,0.07,113,0,18,0,243,24,77
103,134,66,360,58335,123,0.18,0.0,0.04,0.0,0.66,0.12,391,0,15,0,237,42,79
59,181,96,379,58335,139,0.25,0.0,0.02,0.0,0.63,0.09,22,0,7,0,240,36,128
91,159,82,370,58335,120,0.22,0.0,0.02,0.0,0.68,0.08,190,0,7,0,250,31,78
44,127,118,326,58335,155,0.36,0.0,0.03,0.0,0.52,0.08,64,0,10,0,171,27,127
93,147,79,383,58335,143,0.21,0.0,0.06,0.0,0.63,0.11,107,0,22,0,240,42,127
141,73,114,361,58335,147,0.32,0.0,0.02,0.0,0.59,0.07,105,0,8,0,214,25,79
134,89,79,333,58335,110,0.24,0.0,0.03,0.0,0.67,0.06,169,0,10,0,223,21,79
92,85,111,311,58335,134,0.36,0.0,0.02,0.0,0.57,0.05,31,0,6,0,177,17,200
90,117,64,322,58335,115,0.2,0.0,0.04,0.0,0.64,0.12,116,0,13,0,207,38,127
98,93,114,337,58335,146,0.34,0.0,0.02,0.0,0.57,0.07,52,0,8,0,191,24,103
88,56,87,263,58335,119,0.33,0.0,0.02,0.0,0.55,0.1,226,0,5,0,144,27,103
65,68,77,247,58335,114,0.31,0.0,0.04,0.0,0.54,0.11,43,0,10,0,133,27,200
